Sales Doc;Item;Material;Material entered;Matl Group;Description;ItCa;DlI;BilRl;Rj;Product hierarchy;UoM;Conversion factor;BUn;POitem;Customer Material Number;Usage;Overdel Tol;Underdel Tol;Dv;BusA;Prb;Net value;Curr;Order Quantity;Required deliv qty;Cumul confirmed qty;SU;Gross weight;Net weight;WUn;U;ComRl;DPrio;Plnt;ShPt;Route;Created on;Created by;Time;BOM key dt;Net price;per;UoM;Ret;AAG;OK;Cost;Value of invgross;Value w/o freight;Value of all bills;Freight cost;Subtotal 5;Bonus paid;Chngd on;Profit Ctr;MG 2;MG 3;MG 4;MG 5;Reasn;S;Credit price;Credit active;Exch rate;MPr;PrCat;Cost Est No;Costing Variant;Tax amount;Distance;Dis;Order Reason;Supplying plant;Minimum Quantity;Maximum Quantity;Max load size;Min load size;First Load
3405008;470;000000000048226755;000000000072373826;034399;to open ending white numbers something;qm77;;;;512579418260;KG;1;KG;000470;end who will had as ghost keys;B0B;-3;-3;80;4787;100;91.581,79;US;534,100;534,100;534,100;KG;534,100;534,100;KG;X;;3;4787;4787;GB3876;2127-11-26;Chase.Shane;01:00:00;;-92,69;1;KG;;66;;25993.37;7.171,18;3.717,57;6,89;91.581,79;24.746,10;13.236,99;2241-12-07;0535286435;;;;B26;ZGB1;E;74,35;X;1;A;;103849952;PPC4;18.316,36;6,604;KM;03;;7,710;13,602;4,256;0,594;2127-11-26
3405010;480;000000000076443110;000000000073623171;040459;wicket light in end out as much;zf64;;A;;512579418260;TO;1;TO;000480;else visions came assert white;B0B;3;3;80;4960;100;84.452,42;US;309,500;309,500;309,500;TO;309.500,000;309.500,000;KG;;;3;4960;4960;GB9798;2128-02-09;Patel.Barb;01:00:00;;13,04;1;TO;;66;;30924.81;6.829,19;4.143,39;6,88;84.452,42;34.243,67;13.210,83;2242-02-07;0113740853;;;;B46;;E;151,06;X;1;A;;108009734;PPC4;16.890,48;28,586;MI;03;;25,594;23,502;6,326;0,380;2128-02-14
3405010;490;000000000018350089;000000000079430779;060502;found many to library where books;kr31;;;;512579418260;KG;1;KG;000490;red much do trying came ending;B0B;3;3;70;8895;100;84.452,42;GBP;289,500;289,500;289,500;KG;0,290;0,290;TO;;;3;8895;8895;GB0196;2128-01-14;Patel.Barb;01:00:00;;24,90;1;KG;;59;;31126.34;7.292,01;3.421,09;6,91;84.452,42;32.639,72;15.299,09;2242-02-18;0779976370;;;;B24;;;19,49;X;1;;P;112921629;PPC4;16.890,48;25,276;MI;02;;15,672;24,626;8,608;0,307;2128-01-14
3405010;500;000000000018350089;000000000079430779;060502;found many to library where books;kr31;;A;;512579418260;KG;1;KG;000500;red much do trying came ending;B0B;1;1;70;5692;100;84.452,42;GBP;341,100;341,100;341,100;KG;341,100;341,100;KG;;;3;5692;5692;GB6873;2128-03-21;Patel.Barb;01:00:00;;2,38;1;KG;;72;;32527.99;7.359,73;3.051,65;6,90;84.452,42;19.223,66;15.454,25;2242-03-07;0208025476;;;;B24;;;98,93;X;1;;V;108799581;PPC4;16.890,48;16,877;MI;02;;17,462;21,454;4,444;0,335;2128-03-21
3405010;510;000000000018350089;000000000079430779;060502;found many to library where books;kr31;;C;;775533704756;KG;1;KG;000510;red much do trying came ending;B0B;-3;-3;30;1224;100;84.452,42;GBP;362,000;362,000;362,000;KG;362,000;362,000;KG;;;3;1224;1224;GB7477;2128-02-02;Patel.Barb;01:00:00;;-78,82;1;KG;;37;;38573.61;6.770,28;3.517,06;6,91;84.452,42;33.938,87;13.366,96;2241-12-29;0673477643;;;;B26;;;-57,89;X;1;A;J;115991300;PPC4;16.890,48;18,539;MI;01;;16,429;24,400;5,646;0,579;2128-02-03
3405011;520;000000000018350089;000000000079430779;060502;found many to library where books;kr31;X;;;775533704756;M3;1;M3;000520;red much do trying came ending;B0B;4;4;30;9462;30;91.642,52;US;350,700;350,700;350,700;M3;0,351;0,351;KG;;;3;9462;9462;GB9809;2128-02-04;Patel.Barb;01:00:00;;75,96;1;M3;;13;;32480.36;7.099,43;3.387,03;6,94;91.642,52;37.309,60;16.047,97;2241-12-29;0673477643;;;;B81;;;83,02;X;1;;K;0;;18.328,50;7,615;MI;02;;22,369;14,976;4,609;0,562;2128-02-11
3405011;530;000000000027513574;000000000065363869;037074;should out are ill constantly captain;sr42;;A;;585279927637;M3;1;M3;000530;what handled of window open my;B0B;0;0;50;2156;30;91.642,52;GBP;351,200;351,200;351,200;M3;807,760;807,760;TO;;B;3;2156;2156;GB5246;2128-01-18;McLeod.Sandy;01:00:00;;42,35;1;M3;;59;;23095.83;6.421,79;3.973,60;6,93;91.642,52;33.419,35;13.795,80;2242-01-22;0604864191;;;;B81;;;-0,34;X;1;A;;111405887;PPC4;18.328,50;10,962;MI;02;;19,724;24,584;4,570;0,278;2128-01-20
3405011;540;000000000012769341;000000000069356124;027257;good so much are hid should who;ua33;;A;;585279927637;KG;1;KG;000540;;B0B;9;9;60;7561;30;91.642,52;US;311,600;311,600;311,600;KG;311,600;311,600;KG;X;;3;7561;7561;GB5031;2128-02-16;Doyle.Albert;01:00:00;;-28,73;1;KG;;13;;21071.49;6.500,04;5.381,47;6,87;91.642,52;30.995,57;13.302,62;2242-02-08;0604864191;;;B27;B81;;;50,12;X;1;A;;0;;18.328,50;5,560;MI;02;;25,888;23,457;2,464;0,100;2128-02-19
3405011;550;000000000064624984;000000000072228068;065393;days computer keys to dad assert;ch18;;A;;585279927637;TO;1;TO;000550;on want write when to computer;B0B;3;3;80;1011;30;91.642,52;EUR;484,400;484,400;484,400;TO;484,400;484,400;TO;X;B;3;1011;1011;GB0054;2128-01-10;Schmidt.Vernon;01:00:00;;40,84;1;TO;;66;;33441.86;7.351,34;3.215,55;6,94;91.642,52;40.146,94;14.589,87;2242-01-04;0255862633;;;B27;B04;;;97,68;X;1;A;;0;;18.328,50;7,194;KM;03;;16,083;18,042;11,329;0,551;2128-01-15
3405011;560;000000000064624984;000000000072228068;065393;days computer keys to dad assert;ch18;;C;;305662308572;KG;1;KG;000560;on want write when to computer;B0B;-3;-3;60;6137;30;91.642,52;EUR;285,900;285,900;285,900;KG;0,286;0,286;TO;;;3;6137;6137;GB2779;2128-02-03;Dillard.Brandy;01:00:00;;47,04;1;KG;;16;;32440.56;8.002,16;2.802,50;6,86;91.642,52;28.709,83;13.977,95;2242-01-24;0255862633;;;B27;B77;;;21,55;X;1;;S;119233529;PPC4;18.328,50;16,673;MI;03;;14,177;5,632;6,134;-0,022;2128-02-03
3405011;570;000000000068334670;;033292;monster do white island hold it;nb10;;;;478949268335;KG;1;KG;000570;dreams or ghost trying light handled;B0B;2;2;80;6303;30;91.642,52;GBP;404,600;404,600;404,600;KG;0,405;0,405;TO;X;B;3;6303;6303;GB4121;2128-12-30;Blankenship.Floyd;01:00:00;;31,82;1;KG;;13;;35785.37;7.140,84;3.187,04;6,95;91.642,52;32.878,56;13.122,19;2241-11-28;0763976295;;;;B77;;;123,10;X;1;A;S;121520173;PPC4;18.328,50;9,967;KM;02;;21,895;10,412;3,053;0,353;2128-01-01
3405012;580;000000000068334670;;033292;monster do white island hold it;nb10;;;;478949268335;KG;1;KG;000580;dreams or ghost trying light handled;B0B;0;0;80;1780;100;105.411,50;US;378,100;378,100;378,100;KG;0,378;0,378;TO;X;B;3;1780;1780;GB5031;2128-01-15;Holcomb.Hunter;01:00:00;;54,74;1;KG;;13;;25897.59;6.118,35;3.444,83;6,94;105.411,50;39.916,41;14.224,06;2241-12-03;0574104246;B92;;;B61;ZGB1;;133,64;X;1;;;103779733;PPC4;21.082,30;13,211;KM;01;;11,699;21,246;5,148;0,276;2128-01-15
3405012;590;000000000066737727;000000000061955676;031016;this do asked else island monster;tm33;;;;085552033775;KG;1;KG;000590;headphones took hatch with the;B0B;0;0;10;4970;100;105.411,50;US;349,100;349,100;349,100;KG;0,349;0,349;TO;;;3;4970;4970;GB9798;2128-02-09;Holcomb.Hunter;01:00:00;;40,11;1;KG;;50;;29388.02;7.078,80;6.127,78;6,98;105.411,50;38.500,39;11.862,97;2242-02-15;0535286435;B92;;;B61;;;43,01;X;1;;;120361594;PPC4;21.082,30;3,798;MI;03;;14,918;21,870;3,798;0,447;2128-02-09
3405012;600;000000000004065549;000000000077606220;023486;library interest sill worn warp;ty70;;;;085552033775;M3;1;M3;000600;;B0B;1;1;30;4970;100;105.411,50;EUR;452,500;452,500;452,500;M3;0,452;0,452;KG;;;3;4970;4970;GB2234;2128-01-11;Holcomb.Hunter;01:00:00;;-32,53;1;M3;;48;;26727.26;7.494,13;4.627,87;6,92;105.411,50;30.270,44;14.660,36;2242-01-10;0535286435;B92;;;B81;;;128,34;X;1;;;0;;21.082,30;9,057;MI;02;;11,072;13,230;2,496;0,510;2128-01-12
3405012;610;000000000024915066;000000000073134226;072911;in it's asked speed lock constantly;ql79;;;;085552033775;TO;1;TO;000610;island what trying island find;B0B;-1;-1;30;4970;100;105.411,50;EUR;335,500;335,500;335,500;TO;335,500;335,500;TO;X;B;3;4970;4970;GB4217;2128-01-23;Holcomb.Hunter;01:00:00;;64,10;1;TO;;76;;37078.72;6.253,35;4.762,02;6,87;105.411,50;29.292,98;15.617,25;2242-01-04;0623147794;B92;;;B85;;;167,29;X;1;;;119703519;PPC4;21.082,30;17,345;MI;02;;21,312;27,678;4,910;0,466;2128-01-27
3405012;620;000000000046280544;000000000067193103;045973;will to white else I end handled;rn67;;;;085552033775;M3;1;M3;000620;;B0B;3;3;30;5930;100;105.411,50;EUR;389,100;389,100;389,100;M3;0,389;0,389;KG;;;3;5930;5930;GB9530;2128-01-25;Holcomb.Hunter;01:00:00;;-4,48;1;M3;;76;;29922.42;6.835,65;2.402,32;6,90;105.411,50;23.112,99;15.273,02;2242-01-22;0623147794;B92;;;B64;;;22,40;X;1;A;;0;;21.082,30;5,293;KM;02;;14,810;20,088;10,468;0,509;2128-02-02
3405012;630;000000000075186317;000000000069236645;043386;light we ghost have else window;sq68;X;;;085552033775;M3;1;M3;000630;wrong many from ill of will it;B0B;2;2;60;3913;100;105.411,50;EUR;356,300;356,300;356,300;M3;819,490;819,490;TO;X;B;3;3913;3913;GB4679;2128-01-10;Holcomb.Hunter;01:00:00;;45,64;1;M3;;39;;34005.67;7.193,70;2.551,92;6,90;105.411,50;29.259,72;13.690,79;2242-03-10;0623147794;B92;;;B64;;;-59,51;X;1;A;;0;;21.082,30;15,588;MI;02;;22,615;11,816;3,350;-0,156;2128-01-17
3405012;640;000000000061594021;000000000077956907;048986;captain while sacrifice smoke are;tz91;X;C;;493791972894;TO;1;TO;000640;the build cold leader found probably;B0B;7;7;0;8277;100;105.411,50;US;421,600;421,600;421,600;TO;421,600;421,600;TO;X;;3;8277;8277;GB9530;2128-01-07;Holcomb.Hunter;01:00:00;;118,52;1;TO;;39;;36366.34;7.393,62;4.156,38;6,91;105.411,50;29.042,07;14.118,48;2241-12-01;0003836493;B92;;;B30;;;-43,68;X;1;A;;113363002;PPC4;21.082,30;4,296;MI;01;;10,610;17,705;7,503;0,327;2128-01-12
3405013;650;000000000061564741;000000000074843614;063302;to sill world should hat are end;yp85;;C;;602176504412;M3;1;M3;000650;days my others moved so lots generated;B0B;0;0;0;8277;20;113.581,96;EUR;404,300;404,300;404,300;M3;929,890;929,890;TO;;;3;8277;8277;GB3876;2128-01-23;Holcomb.Hunter;01:00:00;;120,23;1;M3;;49;;31509.87;6.793,53;3.736,06;6,90;113.581,96;24.211,69;14.158,21;2242-01-09;0113740853;B62;;;B30;;;-47,26;X;1;;F;0;;22.716,39;8,092;KM;03;;20,133;21,235;5,324;0,515;2128-01-27
3405013;660;000000000061564741;000000000074843614;063302;to sill world should hat are end;yp85;;;;330197787025;KG;1;KG;000660;days my others moved so lots generated;B0B;3;3;60;8708;20;113.581,96;US;482,100;482,100;482,100;KG;0,482;0,482;TO;;;3;8708;8708;GB0263;2128-03-17;Holcomb.Hunter;01:00:00;;108,51;1;KG;;37;;33379.53;7.612,37;3.232,03;6,94;113.581,96;34.017,99;13.581,71;2242-03-13;0255962953;B62;;B19;B98;;;72,82;X;1;A;;113626133;PPC4;22.716,39;7,673;KM;03;;24,755;19,606;7,958;0,427;2128-03-19
3405013;670;000000000021268826;000000000071331262;062789;what ghost web good cold sidekick;nf99;;;;330197787025;MIN;1;MIN;000670;;B0B;0;0;80;7223;20;113.581,96;US;502,700;502,700;502,700;MIN;0,503;0,503;KG;;B;3;7223;7223;GB7948;2128-02-10;Holcomb.Hunter;01:00:00;;-3,86;60;MIN;;37;;30783.08;5.602,68;4.453,90;6,96;113.581,96;27.742,48;15.162,22;2242-01-10;0604864191;;;B19;B98;;;197,29;X;1;;;0;;22.716,39;17,838;KM;03;;20,226;28,399;11,238;0,465;2128-02-17
3405013;680;000000000073561246;000000000064648260;048099;waited hid text badly died while;lx59;X;;;330197787025;KG;1;KG;000680;hat out do of when automatically;B0B;2;2;20;9676;20;113.581,96;EUR;398,500;398,500;398,500;KG;0,398;0,398;TO;X;;3;9676;9676;GB0530;2128-03-03;Bernard.Earl;01:00:00;;16,41;1;KG;;37;;22095.23;6.698,38;5.245,02;6,93;113.581,96;34.449,76;14.298,89;2242-02-24;0678791711;;;;B97;;;-71,19;X;1;;;0;;22.716,39;15,108;MI;03;;23,696;30,107;2,343;0,377;2128-03-03
3405013;690;000000000066149870;000000000079582878;008265;interest trying discovered died;ss42;;;;330197787025;KG;1;KG;000690;;B0B;1;1;20;2475;20;113.581,96;GBP;291,900;291,900;291,900;KG;0,292;0,292;TO;X;;3;2475;2475;GB4217;2128-01-24;Wolfe.Abby;01:00:00;;87,49;1;KG;;37;;31825.04;7.776,49;4.950,54;6,89;113.581,96;37.588,49;14.628,71;2242-01-31;0253406768;B12;B96;;B97;;;-166,05;X;1;;W;100602727;PPC4;22.716,39;4,534;MI;01;;14,865;20,641;7,218;0,534;2128-01-28
3405013;700;000000000066149870;000000000079582878;008265;interest trying discovered died;ss42;X;;;330197787025;KG;1;KG;000700;;B0B;-4;-4;60;2475;20;113.581,96;US;347,500;347,500;347,500;KG;347,500;347,500;KG;;;3;2475;2475;GB0832;2128-02-03;Wolfe.Abby;01:00:00;;37,32;1;KG;;10;;30681.22;7.550,54;3.222,55;6,88;113.581,96;33.385,93;15.231,46;2242-02-07;0156707857;;;;B97;;;42,16;X;1;;J;121344368;PPC4;22.716,39;8,384;KM;02;;22,428;10,722;2,608;0,209;2128-02-03
3405013;710;000000000076538307;000000000070881281;067246;open it was white plane to light;pe65;;;;330197787025;MIN;1;MIN;000710;in list television they rabbit;B0B;2;2;40;2931;20;113.581,96;GBP;259,200;259,200;259,200;MIN;0,000;0,000;TO;X;;3;2931;2931;GB3938;2128-01-15;Wolfe.Abby;01:00:00;;-215,57;60;MIN;;97;;23785.98;7.625,77;3.814,65;6,96;113.581,96;21.501,68;13.474,06;2242-01-03;0156707857;;;;B97;ZGB1;;292,75;X;1;;Z;0;;22.716,39;12,534;MI;03;;14,054;18,496;8,000;0,515;2128-01-19
3405013;720;000000000059835141;000000000074212066;055359;on it good numbers sidekick while;yp17;;A;;330197787025;M3;1;M3;000720;had to the magnetic assert came;B0B;-1;-1;70;9538;20;113.581,96;GBP;492,000;492,000;492,000;M3;0,492;0,492;KG;;;3;9538;9538;GB0054;2128-02-24;Wolfe.Abby;01:00:00;;-73,85;1;M3;;92;;29267.71;7.838,55;5.076,63;6,93;113.581,96;31.694,11;12.986,63;2242-03-03;0468263756;B00;;;B43;;;52,34;X;1;A;;116707038;PPC4;22.716,39;5,629;MI;01;;12,028;21,127;5,099;0,466;2128-02-24
3405013;730;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;;;;865642802086;MIN;1;MIN;000730;we will want boon ending else hid;B0B;-1;-1;50;9538;20;113.581,96;US;528,100;528,100;528,100;MIN;0,528;0,528;KG;X;;3;9538;9538;GB3876;2128-02-11;Wolfe.Abby;01:00:00;;87,26;60;MIN;;98;;31323.37;7.110,36;3.377,56;6,94;113.581,96;25.032,46;13.828,79;2242-02-14;0468263756;B00;;;B30;;;70,22;X;1;;;0;;22.716,39;14,529;MI;01;;18,248;20,847;6,170;0,378;2128-02-18
3405013;740;000000000011884370;000000000072358060;087150;it while hold wicket crash red;pc46;;C;;725809639661;MIN;1;MIN;000740;died came are asked are they it;B0B;0;0;50;1624;20;113.581,96;US;449,700;449,700;449,700;MIN;0,450;0,450;KG;X;;3;1624;1624;GB9798;2128-01-24;Wolfe.Abby;01:00:00;;198,89;60;MIN;;12;;33817.13;6.986,33;3.290,18;6,90;113.581,96;33.387,56;13.323,98;2242-02-23;0986319638;;;;B61;;;-58,69;X;1;;;101910866;PPC4;22.716,39;14,199;MI;01;;17,688;14,320;6,669;0,347;2128-01-31
3405014;750;000000000076443110;000000000073623171;040459;wicket light in end out as much;zf64;;C;;725809639661;MIN;1;MIN;000750;else visions came assert white;B0B;0;0;50;1624;20;114.665,87;EUR;463,400;463,400;463,400;MIN;0,000;0,000;TO;X;;3;1624;1624;GB3938;2128-02-21;Wolfe.Abby;01:00:00;;64,96;60;MIN;;17;;35810.61;6.058,84;3.309,91;6,94;114.665,87;28.637,83;12.323,30;2242-01-23;0623147794;;B84;;B61;;;39,41;X;1;A;A;104753022;PPC4;22.933,17;12,707;KM;01;;25,058;20,176;3,613;0,510;2128-02-22
3405014;760;000000000066737727;000000000061955676;031016;this do asked else island monster;tm33;;A;;725809639661;MIN;1;MIN;000760;headphones took hatch with the;B0B;3;3;10;9734;20;114.665,87;US;488,900;488,900;488,900;MIN;0,000;0,000;TO;;;3;9734;9734;GB7392;2128-01-01;Wolfe.Abby;01:00:00;;95,44;60;MIN;;13;;26882.56;6.729,83;3.109,24;6,91;114.665,87;28.942,71;15.030,03;2242-02-11;0623147794;B40;;;B61;;;265,76;X;1;;A;0;;22.933,17;10,789;MI;02;;27,161;20,546;4,582;0,659;2128-01-02
3405014;770;000000000066749471;000000000068495698;053199;with are out came my many with;br27;;A;;725809639661;TO;1;TO;000770;ill window lots demanded in open;B0B;5;5;50;3962;20;114.665,87;EUR;402,000;402,000;402,000;TO;402,000;402,000;TO;;;3;3962;3962;GB9809;2128-01-28;Blake.Carrie;01:00:00;;4,67;1;TO;;92;;34322.31;7.536,69;4.031,00;6,95;114.665,87;24.639,61;13.664,45;2242-01-21;0998328941;;;;B68;;;44,92;X;1;;A;109572642;PPC4;22.933,17;5,005;MI;02;;24,285;24,939;6,908;0,638;2128-02-01
3405014;780;000000000066749471;000000000068495698;053199;with are out came my many with;br27;;A;;725809639661;KG;1;KG;000780;ill window lots demanded in open;B0B;-1;-1;60;7722;20;114.665,87;US;337,700;337,700;337,700;KG;0,338;0,338;TO;;;3;7722;7722;GB0613;2128-01-13;Estrada.Jonathon;01:00:00;;-16,00;1;KG;;22;;25687.37;6.749,42;4.036,03;6,95;114.665,87;21.061,94;13.467,40;2242-03-30;0998328941;B24;;;B29;;;45,84;X;1;A;O;118750956;PPC4;22.933,17;19,925;MI;03;;17,228;18,773;4,272;0,492;2128-01-22
3405015;790;000000000066749471;000000000068495698;053199;with are out came my many with;br27;X;A;;725809639661;KG;1;KG;000790;ill window lots demanded in open;B0B;3;3;10;1198;100;112.677,67;EUR;453,400;453,400;453,400;KG;0,453;0,453;TO;;;3;1198;1198;GB9530;2128-01-14;Estrada.Jonathon;01:00:00;;-28,28;1;KG;;51;;25718.89;8.594,70;4.094,58;6,92;112.677,67;44.868,65;16.031,05;2242-01-12;0673477643;B73;;;B29;;;230,26;X;1;A;O;122082595;PPC4;22.535,53;6,379;KM;03;;13,836;30,087;7,134;0,825;2128-01-18
3405015;800;000000000041129285;000000000077892051;024336;list keys in do pique discovered;yv93;;;;725809639661;M3;1;M3;000800;came much world with assert do;B0B;7;7;10;1198;100;112.677,67;GBP;475,500;475,500;475,500;M3;0,476;0,476;KG;;;3;1198;1198;GB5596;2128-02-27;Estrada.Jonathon;01:00:00;;-23,69;1;M3;;51;;32937.92;6.538,70;4.140,43;6,89;112.677,67;31.970,93;15.623,25;2242-02-13;0038100164;B73;;;B46;;;93,04;X;1;A;;114990055;PPC4;22.535,53;13,202;KM;03;;22,325;22,939;7,122;0,476;2128-02-28
3405015;810;000000000041129285;000000000077892051;024336;list keys in do pique discovered;yv93;;C;;647095414123;KG;1;KG;000810;came much world with assert do;B0B;2;2;10;8581;100;112.677,67;GBP;562,500;562,500;562,500;KG;0,562;0,562;TO;X;;3;8581;8581;GB5301;2128-01-30;Estrada.Jonathon;01:00:00;;28,05;1;KG;;51;;27273.73;7.060,57;2.945,64;6,94;112.677,67;21.206,79;14.455,62;2242-03-03;0038100164;B73;;;B00;;;43,18;X;1;;;0;;22.535,53;18,186;KM;03;;21,957;15,042;7,508;0,261;2128-01-30
3405015;820;000000000041129285;000000000077892051;024336;list keys in do pique discovered;yv93;X;;;647095414123;KG;1;KG;000820;came much world with assert do;B0B;0;0;40;6610;100;112.677,67;US;531,300;531,300;531,300;KG;531,300;531,300;KG;X;;3;6610;6610;GB1850;2128-03-03;Estrada.Jonathon;01:00:00;;-22,17;1;KG;;30;;35475.63;7.350,45;4.040,40;6,92;112.677,67;22.067,05;14.590,02;2242-02-08;0038100164;B73;;B27;B00;;;24,87;X;1;;K;104479876;PPC4;22.535,53;15,884;MI;01;;22,826;29,816;8,470;-0,192;2128-03-09
3405015;830;000000000041129285;000000000077892051;024336;list keys in do pique discovered;yv93;X;;;456857495300;KG;1;KG;000830;came much world with assert do;B0B;7;7;60;1220;100;112.677,67;GBP;526,300;526,300;526,300;KG;526,300;526,300;KG;X;B;3;1220;1220;GB9272;2128-01-28;Estrada.Jonathon;01:00:00;;32,95;1;KG;;52;;29179.35;7.235,23;2.894,17;6,97;112.677,67;32.637,20;15.644,41;2242-02-11;0916121935;;;B27;B00;;;112,53;X;1;;J;107241130;PPC4;22.535,53;7,435;MI;01;;15,196;33,967;3,997;0,576;2128-01-28
3405015;840;000000000021268826;000000000071331262;062789;what ghost web good cold sidekick;nf99;;A;;980743020602;M3;1;M3;000840;;B0B;2;2;70;8847;100;112.677,67;EUR;314,800;314,800;314,800;M3;724,040;724,040;TO;;;3;8847;8847;GB9944;2128-03-15;Estrada.Jonathon;01:00:00;;-20,70;1;M3;;52;;27393.61;5.512,91;3.889,34;6,91;112.677,67;32.027,53;14.471,51;2242-02-22;0916121935;;;;B00;;E;206,95;X;1;;J;102293732;PPC4;22.535,53;0,953;MI;03;;24,193;20,871;8,865;0,076;2128-03-19
3405015;850;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;X;;;980743020602;KG;1;KG;000850;we will want boon ending else hid;B0B;2;2;70;8847;100;112.677,67;GBP;343,100;343,100;343,100;KG;0,343;0,343;TO;;B;3;8847;8847;GB8831;2128-02-08;Price.Levi;01:00:00;;145,37;1;KG;;66;;35823.62;5.862,45;3.855,42;6,92;112.677,67;32.181,28;14.526,88;2242-02-15;0561226791;;;;B00;;;-28,27;X;1;;;110427936;PPC4;22.535,53;10,448;MI;03;;18,398;19,817;11,927;0,424;2128-02-14
3405015;860;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;;C;;980743020602;MIN;1;MIN;000860;we will want boon ending else hid;B0B;1;1;70;9158;100;112.677,67;EUR;547,400;547,400;547,400;MIN;0,001;0,001;TO;;;3;9158;9158;GB3938;2127-12-20;Price.Levi;01:00:00;;68,98;60;MIN;;59;;27623.26;5.610,24;3.847,89;6,90;112.677,67;34.723,86;13.168,58;2241-12-09;0079378463;B24;B68;;B01;;;124,98;X;1;A;J;109304502;PPC4;22.535,53;13,213;KM;03;;20,716;12,020;6,086;0,350;2127-12-20
3405015;870;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;;C;;980743020602;MIN;1;MIN;000870;we will want boon ending else hid;B0B;7;7;70;4269;100;112.677,67;EUR;356,700;356,700;356,700;MIN;0,357;0,357;KG;;;3;4269;4269;GB5031;2128-01-08;Price.Levi;01:00:00;;39,90;60;MIN;;19;;32125.59;7.256,85;4.376,07;6,92;112.677,67;29.780,09;15.958,25;2241-12-04;0281544267;B24;;;B65;ZGB1;;44,29;X;1;A;J;0;;22.535,53;13,266;KM;03;;13,167;24,794;5,815;0,032;2128-01-10
3405015;880;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;;C;;980743020602;KG;1;KG;000880;we will want boon ending else hid;B0B;-2;-2;70;4373;100;112.677,67;GBP;206,000;206,000;206,000;KG;0,206;0,206;TO;;B;3;4373;4373;GB9472;2127-12-09;Price.Levi;01:00:00;;91,91;1;KG;;66;;27747.79;6.457,54;4.790,07;6,93;112.677,67;33.867,78;14.305,31;2241-10-29;0998328941;B24;B21;;B65;;;8,50;X;1;A;E;107187032;PPC4;22.535,53;16,251;MI;03;;8,315;20,816;12,445;0,247;2127-12-09
3405016;890;000000000046134954;000000000079863444;017146;lock pull through they hatch waited;ya02;;A;;427785535606;MIN;1;MIN;000890;we will want boon ending else hid;B0B;-3;-3;70;4947;100;181.569,10;US;394,500;394,500;394,500;MIN;0,000;0,000;TO;;;3;4947;4947;GB5968;2128-02-16;Sosa.Stephen;01:00:00;;88,46;60;MIN;;96;;35405.54;6.166,75;3.344,09;6,87;181.569,10;33.262,76;15.947,56;2242-02-15;0194493596;;B21;;B28;;;-86,00;X;1;;Y;0;;36.313,82;6,972;MI;03;;24,453;17,951;3,462;0,396;2128-02-17
3405017;900;000000000066149870;000000000079582878;008265;interest trying discovered died;ss42;;A;;953497411737;M3;1;M3;000900;;B0B;1;1;10;4947;100;131.762,99;EUR;313,700;313,700;313,700;M3;0,314;0,314;KG;;;3;4947;4947;GB2055;2128-01-29;Sosa.Stephen;01:00:00;;-42,99;1;M3;;96;;20532.85;7.280,06;4.007,59;6,98;131.762,99;26.882,77;14.487,98;2242-02-28;0201346319;;B00;;B28;;;-85,23;X;1;A;Y;0;;26.352,60;5,717;MI;03;;21,613;23,487;5,656;0,403;2128-02-09
3405018;910;000000000030805764;000000000073140120;007006;have while automatically man pull;oc85;;A;;083355673885;KG;1;KG;000910;crash much to banging rescue handled;B0B;5;5;30;4947;100;114.781,52;EUR;587,100;587,100;587,100;KG;0,587;0,587;TO;;;3;4947;4947;GB4338;2127-12-15;Sosa.Stephen;01:00:00;;97,42;1;KG;;96;;29833.48;7.129,14;4.052,33;6,92;114.781,52;27.502,88;15.332,00;2241-11-30;0017458558;;B00;;B28;;;133,74;X;1;A;Y;104227284;PPC4;22.956,30;5,675;KM;03;;22,205;22,348;5,088;0,452;2127-12-15
3405018;920;000000000030805764;000000000073140120;007006;have while automatically man pull;oc85;X;A;;066666256315;KG;1;KG;000920;crash much to banging rescue handled;B0B;-2;-2;10;7897;100;114.781,52;US;340,900;340,900;340,900;KG;0,341;0,341;TO;;;3;7897;7897;GB8043;2128-03-21;Moon.Savannah;01:00:00;;-15,29;1;KG;;29;;33811.15;7.023,05;3.897,27;6,91;114.781,52;32.601,72;13.178,78;2242-03-09;0604864191;;B00;;B28;;;125,52;X;1;A;Y;0;;22.956,30;-1,684;MI;01;;19,817;15,526;5,241;0,472;2128-03-21
3405018;930;000000000030805764;000000000073140120;007006;have while automatically man pull;oc85;X;;;066666256315;KG;1;KG;000930;crash much to banging rescue handled;B0B;4;4;10;7897;100;114.781,52;US;487,800;487,800;487,800;KG;0,488;0,488;TO;X;;3;7897;7897;GB7964;2127-12-19;Moon.Savannah;01:00:00;;45,25;1;KG;;46;;31912.92;6.586,16;3.498,36;6,83;114.781,52;25.742,79;13.502,33;2241-12-26;0779976370;;;;B28;;;50,33;X;1;;;0;;22.956,30;7,430;KM;03;;13,770;11,017;6,733;0,272;2127-12-20
