DOC_NUMBER;QUOT_FROM;DOC_TYPE;ORD_REASON;QUOT_TO;COMP_CODE;BILL_BLOCK;LOC_CURRCY;SOLD_TO;RATE_TYPE;GN_CUSTOM;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DEL_BLOCK;STAT_CURR;DOC_CATEG;DOC_CATEGR;SALES_OFF;SALES_GRP;SALESORG;DISTR_CHAN;CREATEDON;DOC_CURRCY;SALESEMPLY;DIV_HEAD;REQ_DATE;FISCVARNT;ORDERS
3405359;2013-10-23;ZSIS;ZV7;9999-12-31;RO10;G0;RON;1071215429;;EULONIA-SERVICES;;;;;;;RUB;H;;PLAL;211;RU11;1;2013-06-04;;;20;;K4;5
3405360;2013-07-16;ZSIS;ZV7;9999-12-31;RO10;G0;RON;1071215429;KZ;BARWICK-ENGINEERING;;;;;;;EUR;G;;;;RU11;1;2013-08-26;;;20;;K4;7
3405361;2013-07-16;ZSE2;B01;9999-12-31;GE10;G0;RON;1071215429;;LAFAYETTE-PROSERVICES;;;;;;;RON;C;;GB01;;RU11;1;2013-08-26;;;20;;K4;3
3405362;2013-07-16;ZSE2;B01;9999-12-31;GE10;G0;RON;1071215429;;LANIER-OFFICESUPPLIES;103;;;;;;RON;C;;;;RU11;1;2013-08-26;;;20;;K4;7
3405363;2013-07-16;ZSE2;ZV7;9999-12-31;UA10;G0;GBP;1071215429;;ALLENHURST-OFFICESUPPLIES;;3;;;;;RON;C;;PLAL;20;RU11;1;2013-08-26;;;40;;K4;1
3405364;2013-07-16;ZSE2;ZV4;9999-12-31;UA10;G0;GBP;1034069696;M;SANDERSVILLE-GYMNASIUM;104;;;;;;GBP;B;;PLAN;;UA10;1;2013-08-26;;;40;;K4;1
3405365;2013-06-04;ZPLZ;B02;9999-12-31;UA10;G0;GBP;1034069696;;WHITMARSHISLAND-INSURANCE;;;;;;;GBP;G;;;;UA10;1;2013-08-26;;;40;;K4;3
3405366;2013-06-04;ZPLZ;B02;9999-12-31;UA10;G0;GBP;1034069696;;ODUM-MOTORSERVICES;;;;;;;GBP;C;;PLD1;;UA10;1;2013-08-26;;;40;;K4;4
3405367;2013-06-04;ZPLZ;ZV6;9999-12-31;UA10;G0;GBP;1034069696;;BUENAVISTA-CAFE;;1;;;;;GBP;H;;;;UA10;1;2013-08-26;;;40;;K4;7
3405368;2013-06-04;ZPLZ;ZV6;9999-12-31;UA10;G0;GBP;1054916607;;UNADILLA-REALTY;;2;;;;ZG;GBP;L;;DE30;;GB30;1;2013-08-26;;;20;;K4;5
3405369;2013-06-04;YQ02;ZV6;9999-12-31;UA10;G0;GBP;1054916607;;PEACHTREECITYWEBSITE-ENGINEERING;102;;;;;;GBP;H;;PLD7;;GB30;1;2013-08-26;;;20;;K4;1
3405370;2013-06-04;ZRO1;ZV6;9999-12-31;RO10;G0;GBP;1089755092;M;ELDORADO-TEXTILES;;;;;;;GBP;B;;PLLB;;GB30;1;2013-08-26;;;20;;K4;8
3405371;2013-06-04;YO11;B02;9999-12-31;GE10;G0;GBP;1089755092;;QUITMAN-INDUSTRIES;;;;;;;GBP;H;;PLF3;27;140;1;2013-08-26;;;20;;K4;2
3405372;2013-06-04;ZRO1;B02;9999-12-31;BE10;G0;GBP;1089755092;;WARWICK-LANDSCAPING;;;CYY;;;;GBP;H;;DE08;;RO30;1;2013-08-26;;;20;;K4;8
3405373;2013-06-04;ZRO1;ZV4;9999-12-31;BE10;G0;SEK;1089755092;M;LEEFIELD-ENGINEERING;;;;;;;GBP;G;;;20;RO30;1;2013-09-02;;;20;;K4;2
3405374;2013-02-06;ZRO1;ZV4;9999-12-31;BE10;G0;SEK;1089755092;;LAKECITY-ENGINEERING;;;;;;;SEK;B;;PLOU;27;RO30;1;2013-09-02;;;20;;K4;8
3405375;2013-02-06;ZRO1;B02;9999-12-31;BE10;G0;SEK;1075668471;;HAWKINSVILLE-LANDSCAPING;103;;;;;;SEK;H;;PLP4;26;PL10;1;2013-09-02;;;20;;K4;8
3405376;2013-02-06;ZRO1;B02;9999-12-31;GB10;G0;SEK;1075668471;;RETREAT-DEVELOPMENT;102;;RO3;;;;SEK;B;;PLO2;;PL10;1;2013-09-02;;;20;;K4;7
3405377;2013-02-06;YO01;B02;9999-12-31;UA10;G0;SEK;1075668471;;QUEENSLAND-GYMNASIUM;;;;;;ZG;SEK;H;;PLLO;;PL10;1;2013-09-02;;;20;;K4;5
3405378;2013-08-03;YO01;ZV4;9999-12-31;UA10;G0;SEK;1075668471;;THELMA-TEXTILES;;;;;;;SEK;C;;;29;PL10;1;2013-02-15;;;20;;K4;1
3405379;2013-08-03;ZPL2;B01;9999-12-31;UA10;G0;GEL;1075668471;;ARLINGTON-TEXTILES;;;;;;;SEK;L;;;;PL10;1;2013-02-15;;;20;;K4;7
3405380;2013-08-03;ZPL2;B01;9999-12-31;BE10;G0;GEL;1075668471;;ROCHELLE-MEDICALSUPPLIES;;;;;;;GEL;C;;;28;PL10;1;2013-02-15;;;20;;K4;5
3405381;2013-05-05;ZPL2;B01;9999-12-31;BE10;G0;GEL;1075668471;M;BALDWIN-LANDSCAPING;;;;;;;GEL;G;;;;PL10;1;2013-07-05;;;70;;K4;8
3405382;2013-02-24;ZPL2;B01;9999-12-31;RO30;G0;SEK;1075668471;;CLAXTON-INDUSTRIES;;;;;;;GEL;H;;PLOR;22;UA10;1;2013-07-05;;;70;;K4;4
3405383;2013-02-24;ZWES;B01;9999-12-31;NL11;G0;SEK;1075668471;M;CUMMING-INSURANCE;;;;;;;SEK;B;;GB01;;UA10;1;2013-11-15;;;70;;K4;8
3405384;2013-02-24;ZSI;ZV4;9999-12-31;140;G0;SEK;1059999012;;PINEVIEW-CAFE;;;;;;;SEK;G;;GB10;;UA10;1;2013-11-15;;;70;;K4;5
3405385;2013-08-14;ZSI;B02;9999-12-31;140;G0;GEL;1059999012;;BEMISS-CAFE;102;;;;;;SEK;G;;;23;BE10;1;2013-11-15;;;50;;K4;2
3405386;2013-08-14;ZSI;ZV7;9999-12-31;GB10;G0;RON;1059999012;;POOLER-DEVELOPMENT;;;;;;;GEL;C;;PLD7;29;RO10;1;2013-11-15;;;10;;K4;7
3405387;2013-08-14;ZWE;ZV7;9999-12-31;GB10;G0;RON;1059999012;;BARNESVILLE-STUDIOS;106;;;;;;RON;L;;PLOR;24;RO10;1;2013-11-15;;;10;;K4;3
3405388;2013-08-14;ZSIR;ZV7;9999-12-31;GB10;G0;RON;1059999012;;CHATSWORTH-MANUFACTURING;;;;;;;RON;L;;GB02;;RO10;1;2013-05-26;;;80;;K4;1
3405389;2013-08-14;YO13;ZV7;9999-12-31;GB10;G0;RON;1059999012;;DUBLIN-DEVELOPMENT;;;;;;;RON;C;;;;RO10;1;2013-05-26;;;80;;K4;6
3405390;2013-03-18;YO13;ZV4;9999-12-31;GB10;G0;RON;1059999012;;FORTGAINES-MEDICALSUPPLIES;103;;;;;;RON;G;;DE09;;RO10;1;2013-05-26;;;80;;K4;2
3405391;2013-11-11;ZPLZ;B01;9999-12-31;GB10;G0;RON;1059999012;;FRANKLIN-ENGINEERING;;;;;;;RON;B;;GB02;;UA10;1;2013-05-26;;;70;;K4;6
3405392;2013-11-11;YO03;ZV6;9999-12-31;GB10;G0;RON;1059999012;;OSTERFIELD-SIGNS;;;;;;;RON;H;;;24;NL11;1;2013-05-26;;;70;;K4;5
3405393;2013-06-08;YO03;ZV6;9999-12-31;GE10;G0;RON;1059999012;KZ;GARDENCITY-TRAVEL;;;;;;;RON;C;;;29;PL10;1;2013-11-02;;;70;;K4;7
3405394;2013-06-08;YO01;B01;9999-12-31;10;G0;RON;1059999012;;NORCROSS-LANDSCAPING;;;;;;;RON;G;;PLLB;;PL10;1;2013-07-15;;;70;;K4;6
3405395;2013-06-08;YO01;B01;9999-12-31;NL11;G0;RON;1059999012;;UNIONCITY-SIGNS;;;;;;ZG;RON;B;;PLLK;211;PL10;1;2013-04-08;;;70;;K4;2
3405396;2013-03-19;ZSIN;ZV7;9999-12-31;NL11;G0;RON;1059999012;;RENTZ-ENGINEERING;106;;;;;;RON;B;;PLL0;;PL10;1;2013-06-22;;;70;;K4;4
3405397;2013-03-19;ZSE2;ZV6;9999-12-31;NL11;G0;RON;1059999012;;BROOKFIELD-SERVICES;;;;;;;RON;C;;;24;PL10;1;2013-06-22;;;70;;K4;4
3405398;2013-10-07;ZSE2;ZV4;9999-12-31;RO10;G0;RON;1059999012;;BERLIN-ACCOUNTING;;;;;;;RON;H;;GB03;;PL10;1;2013-06-22;;;70;;K4;2
3405399;2013-11-03;ZSE2;ZV7;9999-12-31;RO10;G0;RON;1066053254;M;EULONIA-SOFTWARE;;;DEW;;;;RON;B;;;;RU11;1;2013-06-22;;;70;;K4;7
3405400;2013-11-03;ZSE2;ZV7;9999-12-31;GE10;G0;GBP;1066053254;;BLACKSHEAR-FURNISHINGS;;;;;;;RON;G;;;22;RU11;1;2013-06-22;;;70;;K4;6
3405401;2013-11-03;ZSE2;ZV7;9999-12-31;GE10;G0;GBP;1083914221;;GLORY-BAKERY;;;DED;;;;GBP;H;;PLF4;;BE10;1;2013-06-22;;;70;;K4;1
3405402;2013-11-03;ZSIN;ZV7;9999-12-31;RO30;G0;GBP;1083914221;;DALLAS-OFFICESUPPLIES;;;;;;;GBP;C;;GB01;;RU10;1;2013-06-22;;;70;;K4;7
3405403;2013-11-03;ZSIN;ZV6;9999-12-31;PL10;G0;GBP;1083914221;M;REMERTON-MOTORS;;2;;;;;RUB;B;;PLOR;;RU10;1;2013-06-22;;;70;;K4;1
3405404;2013-11-03;ZPL3;ZV7;9999-12-31;PL10;G0;GBP;1083914221;KZ;BARNEY-OFFICESUPPLIES;106;;;;;;GBP;C;;DE02;;RU10;1;2013-06-22;;;70;;K4;3
3405405;2013-11-03;ZPL2;ZV6;9999-12-31;KZ10;G0;GBP;1083914221;;LAKECITY-REALTY;106;3;;;;;GBP;L;;;;RU10;1;2013-06-22;;;70;;K4;3
3405406;2013-11-03;ZPL2;B01;9999-12-31;KZ10;G0;GBP;1083914221;KZ;LAKEPARK-SERVICES;;;;;;;UAH;H;;PLAF;;SE10;1;2013-09-07;;;70;;K4;7
3405407;2013-11-03;YO03;B01;9999-12-31;PL10;G0;GBP;1083914221;;ISLEOFHOPE-DUTCHISLAND-INSURANCE;102;3;;;;;GBP;H;;PLOF;;SE10;1;2013-09-07;;;70;;K4;4
3405408;2013-11-03;YO03;ZV4;9999-12-31;PL10;G0;GBP;1083914221;;ARLINGTON-ENGINEERING;;;;;;;GBP;L;;PLAN;;SE10;1;2013-09-07;;;20;;K4;2
3405409;2013-07-20;ZPLZ;ZV4;9999-12-31;RO10;G0;GBP;1083914221;KZ;CHATSWORTH-DEVELOPMENT;;;;;;;GBP;B;;DE05;;SE10;1;2013-09-07;;;20;;K4;3
3405410;2013-07-20;ZSAN;ZV4;9999-12-31;GB30;G0;GBP;1052003771;;CLAYTON-DEVELOPMENT;;;;;;;GBP;L;;;;SE10;1;2013-09-07;;;20;;K4;3
3405411;2013-01-18;ZSI;B02;9999-12-31;GB30;G0;GBP;1052003771;;CECIL-GYMNASIUM;102;;CYY;;;;GBP;C;;DE03;;SE10;1;2013-09-07;;;20;;K4;8
3405412;2013-01-18;ZSI;B01;9999-12-31;BE10;G0;GBP;1052003771;;BARWICK-GYMNASIUM;;;;;;;GBP;B;;;;BE10;1;2013-09-07;;;20;;K4;4
3405413;2013-01-18;ZSI;B01;9999-12-31;BE10;G0;GBP;1052003771;;HAHIRA-INDUSTRIES;;;;;;;GBP;L;;;211;BE10;1;2013-09-07;;;10;;K4;6
3405414;2013-01-18;ZSI;B01;9999-12-31;RU10;G0;RUB;1052003771;;SIRMANS-OFFICESUPPLIES;102;;;;;;GBP;G;;PLD7;;BE10;1;2013-09-07;;;10;;K4;1
3405415;2013-01-18;YC01;B02;9999-12-31;GB10;G0;RUB;1052003771;;BAXLEY-LANDSCAPING;;;;;;;RUB;B;;;212;BE10;1;2013-09-07;;;10;;K4;2
3405416;2013-01-18;ZSIN;B02;9999-12-31;GB10;G0;RUB;1052003771;;NEWTON-SOFTWARE;;;;;;;RUB;L;;;;BE10;1;2013-09-07;;;50;;K4;4
3405417;2013-01-18;YO13;ZV4;9999-12-31;GB30;G0;RUB;1052003771;;LAKECITY-ACCOUNTING;;;;;;;RUB;B;;;;BE10;1;2013-09-07;;;50;;K4;6
3405418;2013-03-17;ZPLZ;B01;9999-12-31;140;G0;RUB;1052003771;;SANDERSVILLE-TRAVEL;;;;;;;RUB;B;;;;RO10;1;2013-09-07;;;50;;K4;3
3405419;2013-03-17;ZPLZ;B01;9999-12-31;140;G0;RUB;1052003771;;ALBANY-BAKERY;106;;;;;;RUB;B;;PLF3;;RO10;1;2013-09-07;;;50;;K4;3
3405420;2013-03-17;ZPLZ;B01;9999-12-31;PL10;G0;UAH;1052003771;M;RINGGOLD-OFFICESUPPLIES;;;;;;;RUB;C;;GB10;;RO10;1;2013-09-07;;;50;;K4;6
3405421;2013-01-11;ZPLZ;B01;9999-12-31;PL10;G0;UAH;1052003771;;OUSLEY-TRAVEL;;;;;;ZG;UAH;L;;GB10;;RO10;1;2013-09-07;;;50;;K4;5
3405422;2013-01-11;ZPLZ;ZV6;9999-12-31;PL10;G0;UAH;1032704280;;EUHARLEE-TRAVEL;;;ROZ;;;;UAH;G;;;212;PL10;1;2013-09-07;;;50;;K4;2
3405423;2013-10-26;YO13;B02;9999-12-31;PL10;G0;KZT;1032704280;;LOGANVILLE-MOTORSERVICES;106;;;;;;UAH;B;;DE05;29;PL10;1;2013-09-07;;;50;;K4;1
3405424;2013-10-26;YO13;B02;9999-12-31;BE10;G0;KZT;1032704280;;EASTPOINT-DEVELOPMENT;104;2;;;;;KZT;L;;;;PL10;1;2013-09-07;;;50;;K4;6
3405425;2013-10-26;YO13;ZV7;9999-12-31;RO10;G0;RON;1086917189;KZ;WESTPOINT-MANUFACTURING;;;;;;;KZT;L;;;;PL10;1;2013-09-07;;;50;;K4;8
3405426;2013-10-26;ZPL1;B02;9999-12-31;RO10;G0;RON;1086917189;M;BARRETTS-SOFTWARE;;;;;;;RON;B;;;;GB10;1;2013-09-07;;;30;;K4;8
3405427;2013-10-26;ZPL1;B02;9999-12-31;10;G0;RON;1086917189;;TYRONE-SERVICES;103;;;;;;RON;B;;;212;UA10;1;2013-09-07;;;30;;K4;7
3405428;2013-10-26;ZPLZ;B01;9999-12-31;10;G0;RON;1086917189;M;SANDERSVILLE-TRAVEL;104;;;;;;RON;C;;PLP4;;UA10;1;2013-07-07;;;30;;K4;4
3405429;2013-04-22;ZWES;B01;9999-12-31;BE10;G0;RON;1035133546;;TEMPLE-REALTY;;;;;;;RON;B;;PLL1;;UA10;1;2013-07-07;;;20;;K4;8
3405430;2013-04-22;YP01;B01;9999-12-31;RO30;G0;RON;1035133546;;ELBERTON-ACCOUNTING;;1;;;;;RON;H;;PLLU;;UA10;1;2013-07-07;;;20;;K4;4
3405431;2013-04-22;YP01;B01;9999-12-31;UA10;G0;RON;1035133546;;PEARSON-FURNISHINGS;;;;;;;GBP;B;;;;UA10;1;2013-07-07;;;70;;K4;1
3405432;2013-04-22;YP01;B01;9999-12-31;UA10;G0;RON;1035133546;;MIDWAY-OFFICESUPPLIES;;;;;;;RON;G;;;;RO30;1;2013-07-07;;;20;;K4;7
3405433;2013-01-17;YO13;B01;9999-12-31;10;G0;RON;1035133546;;WAVERLY-TRAVEL;102;;;;;;RON;B;;DE08;24;RO30;1;2013-07-07;;;50;;K4;7
3405434;2013-01-17;YO13;ZV7;9999-12-31;140;G0;RON;1035133546;;AUSTELL-MANUFACTURING;;;;;;;RON;B;;PLP4;21;RO30;1;2013-07-07;;;50;;K4;5
3405435;2013-02-06;YO13;ZV7;9999-12-31;140;G0;RON;1035133546;;JESUP-TRAVEL;;;;;;;RON;B;;;;RO30;1;2013-07-07;;;50;;K4;4
3405436;2013-02-06;ZSI;ZV4;9999-12-31;140;G0;RON;1035133546;;STATESBORO-DEVELOPMENT;;;;;;;RON;H;;;;RO30;1;2013-07-07;;;50;;K4;5
3405437;2013-02-06;ZSI;ZV4;9999-12-31;GB30;G0;RON;1035133546;;WESTPOINT-MANUFACTURING;;;;;;;RON;L;;GB03;;RO30;1;2013-07-07;;;50;;K4;7
3405438;2013-10-01;ZSI;ZV4;9999-12-31;GB30;G0;RON;1062172523;;RIDGEVILLE-SOFTWARE;104;;;;;;RON;B;;;;RO30;1;2013-07-07;;;50;;K4;4
3405439;2013-10-01;ZSI;ZV6;9999-12-31;GB30;G0;RON;1062172523;;AUBURN-ACCOUNTING;;;DED;;;;RON;H;;;;RO30;1;2013-07-07;;;50;;K4;5
3405440;2013-10-01;ZSI;B01;9999-12-31;GB30;G0;RON;1062172523;;BAXLEY-SOFTWARE;;;;;;;RON;B;;PLO2;;RO30;1;2013-03-08;;;50;;K4;5
3405441;2013-10-01;ZSI;ZV7;9999-12-31;GB30;G0;RON;1058809187;KZ;BROOKFIELD-MEDICALSUPPLIES;;;RO3;;;;RON;H;;PLLQ;;RO30;1;2013-03-08;;;80;;K4;7
3405442;2013-10-01;ZDMS;ZV6;9999-12-31;GB30;G0;RON;1058809187;;HARTWELL-CAFE;103;;;;;;RON;L;;;;RO30;1;2013-03-08;;;20;;K4;2
3405443;2013-10-01;YO11;B01;9999-12-31;RU10;G0;RON;1058809187;;MORGAN-ENGINEERING;102;;;;;;RON;L;;PLH4;;RO30;1;2013-03-08;;;20;;K4;1
3405444;2013-10-01;ZPL3;ZV7;9999-12-31;RU10;G0;RON;1058809187;;ALLENHURST-BAKERY;;;;;;;RON;C;;;;RU11;1;2013-04-15;;;40;;K4;1
3405445;2013-10-01;YI04;B02;9999-12-31;RU11;G0;RON;1058809187;;SPRINGFIELD-TEXTILES;;;;;;;RON;C;;;20;RU11;1;2013-04-15;;;40;;K4;1
3405446;2013-10-01;YI04;B02;9999-12-31;RU11;G0;RON;1058809187;;FORTVALLEY-INSURANCE;;;;;;;RON;H;;GB02;;RU11;1;2013-04-15;;;40;;K4;6
3405447;2013-02-25;ZPL1;B02;9999-12-31;GB30;G0;RON;1058809187;KZ;ALMA-LANDSCAPING;104;1;;;;;RON;L;;;;RU11;1;2013-04-15;;;40;;K4;8
3405448;2013-02-25;YO11;B01;9999-12-31;RU10;G0;RON;1058809187;KZ;FORTGAINES-MOTORS;106;;;;;;RON;B;;;22;RU11;1;2013-02-10;;;20;;K4;5
3405449;2013-02-25;YO11;ZV6;9999-12-31;RU10;G0;RON;1070068518;KZ;LEESBURG-DEVELOPMENT;;;;;;;RON;G;;;;RU11;1;2013-02-10;;;20;;K4;2
3405450;2013-02-25;YO11;ZV7;9999-12-31;10;G0;RON;1070068518;;CONYERS-MEDICALSUPPLIES;;2;;;;;RON;L;;PLL0;;GE10;1;2013-02-10;;;10;;K4;8
3405451;2013-02-25;ZPL3;ZV6;9999-12-31;10;G0;RON;1070068518;;TYBEEISLAND-FURNISHINGS;;;;;;;RON;B;;GB02;;GE10;1;2013-01-27;;;20;;K4;3
3405452;2013-02-25;ZSIN;B01;9999-12-31;10;G0;RON;1070068518;;DAMASCUS-INDUSTRIES;;;;;;;RON;B;;DE01;;NL11;1;2013-01-27;;;20;;K4;4
3405453;2013-02-25;YO11;B01;9999-12-31;PL10;G0;RON;1070068518;M;ELLIJAY-DEVELOPMENT;;;ROG;;;;RON;B;;;27;NL11;1;2013-01-27;;;20;;K4;6
3405454;2013-09-22;ZPLZ;B01;9999-12-31;PL10;G0;RON;1070068518;;BACONTON-SERVICES;104;;;;;;RON;L;;PLF3;22;NL11;1;2013-07-07;;;20;;K4;8
3405455;2013-09-22;YO03;ZV7;9999-12-31;PL10;G0;SEK;1048867674;;ABBA-REALTY;;;;;;;UAH;B;;;;NL11;1;2013-07-07;;;40;;K4;5
3405456;2013-09-22;YO03;B02;9999-12-31;140;G0;SEK;1048867674;;RIDGEVILLE-SOFTWARE;;;;;;;SEK;H;;;21;RO10;1;2013-07-07;;;40;;K4;3
3405457;2013-09-22;ZSAS;ZV4;9999-12-31;140;G0;SEK;1048867674;;CEDARTOWN-FURNISHINGS;;;;;;;SEK;B;;;;RO10;1;2013-07-07;;;50;;K4;5
3405458;2013-09-22;YC01;B01;9999-12-31;RO10;G0;SEK;1048867674;;SCREVEN-MEDICALSUPPLIES;;;;;;;SEK;C;;PLDA;;RO10;1;2013-07-07;;;50;;K4;4
3405459;2013-09-22;ZRO1;ZV6;9999-12-31;RO60;G0;SEK;1048867674;;FRANKLIN-INDUSTRIES;;;;;;ZG;SEK;C;;;;RO10;1;2013-07-07;;;50;;K4;1
3405460;2013-02-26;YO13;B02;9999-12-31;RO60;G0;SEK;1048867674;M;SMITHVILLE-INSURANCE;;;;;;;SEK;L;;;211;RO10;1;2013-07-07;;;50;;K4;2
3405461;2013-02-26;YO13;B02;9999-12-31;PL10;G0;SEK;1048867674;;SANDERSVILLE-CAFE;;;;;;;SEK;L;;PLO2;;GB10;1;2013-06-13;;;40;;K4;7
3405462;2013-02-26;YO13;B02;9999-12-31;140;G0;UAH;1039613495;M;COLLINS-ACCOUNTING;102;;;;;;SEK;H;;DE05;;GB10;1;2013-05-01;;;40;;K4;4
3405463;2013-02-26;YO13;B02;9999-12-31;GE10;G0;UAH;1039613495;;POOLER-CAFE;;2;;;;;UAH;G;;DE01;211;GB10;1;2013-05-01;;;40;;K4;7
3405464;2013-02-26;YO01;ZV7;9999-12-31;RU11;G0;KZT;1039613495;KZ;ALAMO-FURNISHINGS;;;;;;;UAH;C;;DE30;;GB10;1;2013-09-15;;;40;;K4;2
3405465;2013-02-26;YO13;ZV4;9999-12-31;RU11;G0;KZT;1047738142;;QUEENSLAND-TRAVEL;;;ROG;;;;KZT;L;;;;GB10;1;2013-09-15;;;10;;K4;1
3405466;2013-02-26;YO13;ZV4;9999-12-31;RU11;G0;KZT;1047738142;;MORVEN-OFFICESUPPLIES;106;;ROZ;;;;KZT;C;;PLLK;20;GB10;1;2013-05-16;;;10;;K4;5
3405467;2013-02-18;YO11;ZV4;9999-12-31;RO60;G0;KZT;1085716689;;GRIFFIN-MEDICALSUPPLIES;103;;;;;ZG;KZT;G;;PLLQ;;GB10;1;2013-05-16;;;50;;K4;4
3405468;2013-02-18;YO11;B01;9999-12-31;UA10;G0;KZT;1085716689;KZ;AVONDALEESTATES-LANDSCAPING;;;;;;;KZT;G;;PLLK;;GB10;1;2013-05-16;;;50;;K4;6
3405469;2013-02-18;ZWEN;ZV6;9999-12-31;SE10;G0;KZT;1085716689;;RINGGOLD-SIGNS;104;;;;;;KZT;B;;PLPA;;GB10;1;2013-05-16;;;40;;K4;4
3405470;2013-02-18;YI04;ZV6;9999-12-31;RO10;G0;KZT;1030379443;;WINDER-SOFTWARE;106;;;;;ZG;KZT;L;;PLDA;;GB10;1;2013-02-17;;;30;;K4;4
3405471;2013-02-18;ZWES;B01;9999-12-31;RO10;G0;KZT;1030379443;;DORAVILLE-INSURANCE;;;ROZ;;;;KZT;H;;;212;GB10;1;2013-02-17;;;30;;K4;1
3405472;2013-02-18;ZWES;ZV7;9999-12-31;RO10;G0;KZT;1030379443;;FAYETTEVILLE-STUDIOS;;;;;;;KZT;L;;;;UA10;1;2013-02-17;;;30;;K4;3
3405473;2013-09-30;ZWES;B01;9999-12-31;RO10;G0;PLN;1030379443;M;SAVANNAH-FURNISHINGS;;;;;;;KZT;H;;DE04;27;UA10;1;2013-02-17;;;30;;K4;8
3405474;2013-09-30;ZWES;B02;9999-12-31;RO10;G0;PLN;1030379443;M;JEFFERSONVILLE-MOTORSERVICES;;;;;;;PLN;B;;PLF4;25;UA10;1;2013-02-17;;;30;;K4;3
3405475;2013-09-30;ZWES;B02;9999-12-31;BE10;G0;PLN;1030379443;;SKIDAWAYISLAND-BAKERY;;;;;;;PLN;L;;;;UA10;1;2013-02-17;;;30;;K4;7
3405476;2013-09-30;ZWES;B01;9999-12-31;RO60;G0;PLN;1030379443;;LINCOLNTON-DEVELOPMENT;102;;;;;;PLN;C;;;;UA10;1;2013-02-17;;;30;;K4;4
3405477;2013-09-30;ZWES;B01;9999-12-31;RO60;G0;PLN;1052391394;;MIDWAY-ACCOUNTING;;;;;;;PLN;H;;GB03;;RO10;1;2013-02-17;;;30;;K4;6
3405478;2013-02-08;ZWES;B01;9999-12-31;RO60;G0;PLN;1060062186;;NANKIN-MOTORS;102;;;;;;KZT;C;;;;RO10;1;2013-02-17;;;30;;K4;5
3405479;2013-02-08;ZWES;B01;9999-12-31;RU11;G0;PLN;1077658325;;WHITEOAK-MOTORS;;;;;;;PLN;G;;PLL1;;GE10;1;2013-02-17;;;10;;K4;6
3405480;2013-09-18;YO11;B01;9999-12-31;GB30;G0;PLN;1077658325;M;GREENVILLE-LANDSCAPING;;2;;;;;PLN;H;;;26;GE10;1;2013-02-17;;;10;;K4;5
3405481;2013-09-18;YO11;B01;9999-12-31;GB10;G0;PLN;1077658325;;CORDELE-MOTORS;;;;;;;PLN;C;;;24;GB30;1;2013-02-17;;;50;;K4;2
3405482;2013-09-18;ZPLZ;B01;9999-12-31;GB10;G0;KZT;1077658325;;WORTH-MOTORS;;;;;;;PLN;G;;;;GB10;1;2013-02-17;;;50;;K4;5
3405483;2013-07-08;ZPLZ;ZV4;9999-12-31;GB10;G0;KZT;1077658325;KZ;HAZLEHURST-GYMNASIUM;;;;;;;KZT;L;;;;RO30;1;2013-02-17;;;50;;K4;2
3405484;2013-07-08;YO03;ZV4;9999-12-31;GE10;G0;KZT;1032442312;KZ;ATTAPULGUS-SIGNS;;;;;;ZG;KZT;B;;;;RO30;1;2013-11-30;;;50;;K4;8
3405485;2013-09-07;ZSI;ZV4;9999-12-31;NL11;G0;KZT;1032442312;;PINEVIEW-DEVELOPMENT;;;;;;;KZT;B;;DE05;;GB10;1;2013-11-30;;;50;;K4;6
3405486;2013-09-07;ZSI;ZV4;9999-12-31;GB10;G0;KZT;1081023858;M;BUCHANAN-TEXTILES;;;;;;;KZT;G;;;;GB10;1;2013-11-30;;;50;;K4;7
3405487;2013-09-07;ZSAN;ZV4;9999-12-31;GB10;G0;KZT;1081023858;;LEARY-MOTORS;;;;;;;KZT;C;;PLA6;;GB10;1;2013-08-24;;;50;;K4;6
3405488;2013-05-03;ZSIR;ZV4;9999-12-31;GB10;G0;KZT;1081023858;M;HICKOX-OFFICESUPPLIES;102;;;;;;KZT;G;;;;GB10;1;2013-08-24;;;50;;K4;7
3405489;2013-05-03;ZDMS;ZV6;9999-12-31;GB10;G0;KZT;1081023858;;CARNESVILLE-DEVELOPMENT;;;;;;;KZT;L;;;;GB10;1;2013-08-24;;;50;;K4;3
3405490;2013-05-03;YC01;ZV6;9999-12-31;GB10;G0;KZT;1081023858;;MANCHESTER-INSURANCE;104;;;;;;KZT;L;;;210;GB10;1;2013-08-24;;;20;;K4;4
3405491;2013-05-03;YC01;ZV6;9999-12-31;GE10;G0;KZT;1064647804;M;HAMILTON-MANUFACTURING;;;;;;ZG;KZT;L;;PLA9;;RO30;1;2013-08-24;;;20;;K4;7
3405492;2013-05-03;YC01;ZV6;9999-12-31;GE10;G0;KZT;1064647804;;BROXTON-SOFTWARE;;;;;;;KZT;G;;;21;RO30;1;2013-08-24;;;20;;K4;1
3405493;2013-05-03;ZPL1;B01;9999-12-31;GE10;G0;KZT;1064647804;;FLEMINGTON-PROSERVICES;;;DED;;;;KZT;B;;PLPA;;RO30;1;2013-06-29;;;20;;K4;5
3405494;2013-05-03;ZSAR;ZV6;9999-12-31;GE10;G0;KZT;1060170836;KZ;OFFERMAN-REALTY;;;;;;;KZT;C;;;212;RO60;1;2013-06-29;;;20;;K4;7
