BILL_NUM;BILL_ITEM;BILL_TYPE;BILL_CAT;BILL_DATE;BILL_RULE;BILL_QTY;BASE_UOM;BATCH;BILLTOPRTY;COMP_CODE;COST;COSTCENTER;CO_AREA;CREATEDON;BIL_I_CNT;BWAPPLNM;CH_ON;DISTR_CHAN;DIVISION;DIV_HEAD;CSHDSC_BAS;GN_CUSTOM;CUST_GROUP;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DENOMINTR;DOC_CATEG;DOC_CURRCY;EANUPC;EXCHG_RATE;EXCHG_STAT;EXRATEXACC;EXRATE_ACC;FISCVARNT;GN_R3_SSY;GROSS_VAL;GRS_WGT_DL;INV_QTY;ITEM_CATEG;ITM_TYPE;LOC_CURRCY;MATERIAL;MATL_GROUP;MATL_GRP_1;MATL_GRP_2;MATL_GRP_3;MATL_GRP_4;MATL_GRP_5;MAT_ENTRD;NETVAL_INV;NET_WGT_DL;NO_INV_IT;NUMERATOR;PAYER;PLANT;PRICE_DATE;PROCESSKEY;PROD_HIER;PROV_GROUP;RATE_TYPE;REBATE_BAS;REBATE_GRP;RECORDMODE;REFER_DOC;REFER_ITM;REQ_QTY;RT_PROMO;SALESDEAL;SALESEMPLY;SALESORG;SALES_DIST;SALES_GRP;SALES_OFF;SALES_UNIT;SCALE_QTY;SERV_DATE;SHIP_POINT;SHIP_TO;SOLD_TO;STAT_CURR;STAT_DATE;STOR_LOC;ST_UP_DTE;SUBTOTAL_1;SUBTOTAL_2;SUBTOTAL_3;SUBTOTAL_4;SUBTOTAL_5;SUBTOTAL_6;TAX_AMOUNT;TRANS_DATE;UNIT_OF_WT;VOLUMEUNIT;VOLUME_DL;WBS_ELEMT
140871;50;KZ;I;2013-05-12;C;4;M3;1;2418566;GB10;800;8;C02;2013-11-20;10;;2013-08-15;1;S5;S0;;EASTPOINT-DEVELOPMENT;CCROUP8;104;;;;;1;C;UAH;;10,08;1;;;K4;;175.210,83;15.263,51;9108;ZSAR;;RON;405;;615;;;;;5432;196.930,44;31.744,28;6;6,53;11378612;108;2013-02-26;1;201849509;G1;KZ;105.145,26;B1;;3405424;50;280;;;;PL10;1;;OF10;;987;2013-07-07;SP8;1022637933;;PLN;2013-04-29;LO7;2013-11-17;173.551,49;366.725,90;257.679,75;298.504,39;230.896,63;42899.77;121.890,43;2013-02-12;SD;;;
140871;60;KZ;I;2013-05-12;G;12;ST;1;2418107;10;400;17;C02;2013-11-20;1;;2013-08-15;1;S5;S0;;EASTPOINT-DEVELOPMENT;CCROUP1;;;;;;1;C;UAH;;14,71;1;;;K4;;94.630,76;21.404,52;7293;YQ05;;GEL;536;;615;;;;;7209;1.298.716,17;118.609,72;7;9,65;18757239;108;2013-02-26;1;201849509;G1;KZ;172.406,76;B1;;3405424;60;581;;;;PL10;1;;OF10;;711;2013-11-06;SP8;1022637933;;PLN;2013-04-29;LO7;2013-11-17;130.629,81;106.262,79;121.373,32;342.919,46;96.250,32;186727.21;321.484,67;2013-11-02;SD;;;
140871;70;KZ;I;2013-05-12;G;5;STD;1;2418920;GB10;300;17;C02;2013-11-20;3;;2013-08-15;1;S1;S0;;EASTPOINT-DEVELOPMENT;CCROUP11;102;;;;;1;B;UAH;;5,25;1;;;K4;;183.698,81;27.348,93;7048;YQ05;;GEL;536;;615;;;;;4105;2.411.303,21;40.477,16;9;7,59;19820563;108;2013-02-26;1;201849509;G1;KZ;280.776,96;B1;;3405424;70;631;;;;PL10;1;;OF10;;490;2013-11-06;SP8;1022637933;;PLN;2013-04-29;LO6;2013-11-17;229.833,10;182.441,09;340.090,17;391.168,98;106.573,46;341670.82;363.562,81;2013-05-16;SD;;;
140872;10;KZ;I;2013-05-12;B;8;TO;1;2418920;UA10;300;19;C02;2013-11-20;4;;2013-08-15;1;S1;S0;;WESTPOINT-MANUFACTURING;CCROUP4;;1;;;;1;B;UAH;;21,86;1;;;K4;;100.503,12;5.657,93;1245;Y056;;GEL;536;;615;;;;;9958;2.220.433,03;312.444,75;6;8,60;18082195;108;2013-02-26;1;200574948;G1;KZ;241.121,95;B1;;3405425;30;728;;;;PL10;1;;OF2;;202;2013-11-06;SP8;1025859915;KZ;PLN;2013-04-29;LO1;2013-04-05;174.964,14;227.947,86;195.821,56;70.481,67;280.279,81;173003.61;239.386,66;2013-02-20;SD;;;
140873;10;KZ;I;2013-05-12;G;2;STD;1;2418920;RO30;600;19;C02;2013-11-20;9;;2013-08-15;1;S1;S0;;BARRETTS-SOFTWARE;CCROUP5;;;;;;1;B;UAH;;8,40;1;;;K4;;229.704,26;28.516,64;3506;Y056;;GEL;651;;615;;;;;4525;345.833,96;207.686,18;5;4,62;18082195;108;2013-02-26;1;200574948;G1;KZ;341.076,11;B1;;3405426;10;105;;;;GB10;1;;OF2;;235;2013-11-06;SP14;1025859915;M;PLN;2013-04-29;LO1;2013-04-05;18.899,12;4.747,29;196.308,92;314.370,63;151.889,82;330104.48;283.975,42;2013-08-04;SD;;;
140873;20;KZ;I;2013-05-12;H;9;MIN;1;2418345;RO60;100;16;C02;2013-11-20;3;;2013-08-15;9;S1;S0;;BARRETTS-SOFTWARE;CCROUP2;;;;;;1;B;UAH;;19,22;1;;;K4;;3.377,44;25.613,70;8775;ZTXR;;GEL;353;;615;;;;;8988;3.560.482,24;313.885,25;8;7,57;18082195;108;2013-02-26;1;200574948;G1;KZ;226.051,76;B1;;3405426;20;25;;;;GB10;1;;OF2;;414;2013-11-25;SP14;1025859915;M;PLN;2013-04-29;LO1;2013-09-15;277.496,11;266.640,96;138.013,04;142.054,29;179.129,93;191304.92;76.999,31;2013-07-18;SD;;;
140873;30;M;I;2013-05-12;C;12;M3;1;2418480;RO60;500;2;C02;2013-09-20;2;;2013-08-15;1;S1;S0;;BARRETTS-SOFTWARE;CCROUP10;;;;;;1;H;UAH;;6,61;1;;;K4;;156.770,66;22.942,59;7076;ZTXR;;GEL;353;;615;;;;;2994;2.019.074,37;207.535,66;3;1,18;18082195;108;2013-11-11;1;200574948;G1;M;324.370,75;B1;;3405426;40;480;;;;GB10;1;;OF6;;391;2013-11-25;SP14;1025859915;M;PLN;2013-08-15;LO1;2013-09-15;394.345,09;344.913,28;342.722,93;349.461,10;136.224,46;234611.79;106.268,47;2013-07-29;SD;;;
140874;10;KZ;I;2013-05-12;L;13;ST;1;2418480;BE10;300;17;C03;2013-09-20;2;;2013-05-04;1;S1;S0;;TYRONE-SERVICES;CCROUP7;;;;;;1;L;UAH;;3,96;1;;;K4;;277.495,46;16.005,90;2183;ZTXR;;KZT;353;;615;;;;;5869;444.206,59;141.006,81;4;7,86;18082195;108;2013-11-11;1;133494753;G1;M;82.003,52;B1;;3405427;20;461;;;;UA10;1;212;OF6;;175;2013-11-25;SP14;1025859915;;PLN;2013-05-24;LO12;2013-09-15;99.050,41;219.861,65;77.282,24;320.250,46;308.701,15;218573.02;127.894,13;2013-08-28;SD;;;
140874;20;M;I;2013-05-12;L;1;TO;1;2418301;RO30;400;5;C03;2013-09-20;6;;2013-05-04;1;S1;S0;;TYRONE-SERVICES;CCROUP6;;;;;;1;B;UAH;;17,42;1;;;K4;;146.339,29;32.924,21;8847;ZTXR;;KZT;353;;676;;;;;2313;1.242.100,02;330.813,57;5;7,93;10029870;108;2013-06-15;1;168194876;G1;M;306.896,92;B1;;3405427;30;778;;;;UA10;1;212;OF6;;211;2013-06-11;SP10;1022890652;;PLN;2013-05-24;LO12;2013-09-15;113.814,34;396.806,07;623,40;142.019,88;295.802,75;100247.38;60.814,91;2013-09-12;SD;;;
140875;10;M;I;2013-05-12;C;5;STD;1;2418767;GB10;800;5;C03;2013-09-20;6;;2013-05-04;9;S1;S0;;SANDERSVILLE-TRAVEL;CCROUP6;;;;;;1;B;UAH;;24,08;1;;;K4;;178.632,66;6.036,44;218;ZGB1;;KZT;353;;676;;;;;5859;1.384.231,54;118.799,47;2;2,06;10029870;108;2013-06-15;1;168194876;G1;M;201.712,01;B1;;3405428;10;466;;;;UA10;1;;OF6;;682;2013-06-11;SP2;1022890652;M;PLN;2013-05-24;LO12;2013-09-15;307.686,21;338.997,17;5.468,73;372.497,17;37.338,22;12968.65;329.320,54;2013-10-31;SD;;;
140875;20;M;I;2013-05-12;B;6;MIN;1;2418767;RU11;500;5;C03;2013-04-12;14;;2013-05-04;9;S1;S0;;SANDERSVILLE-TRAVEL;CCROUP11;106;;;;;1;B;UAH;;9,57;1;;;K4;;284.595,40;14.827,63;1942;ZGB1;;KZT;353;;676;;;;;7787;2.568.851,36;303.304,28;4;8,54;21248263;108;2013-06-15;1;165977229;G1;KZ;338.934,43;B1;;3405428;20;432;;;;UA10;1;;OF6;;746;2013-06-11;SP2;1022890652;M;PLN;2013-05-24;LO12;2013-03-14;221.745,34;41.639,78;157.413,72;132.873,73;277.995,61;22161.16;259.685,07;2013-10-17;SD;;;
140875;30;KZ;I;2013-09-19;B;1;MIN;1;2418767;RO30;200;5;C03;2013-06-10;14;;2013-07-05;1;S1;S0;;SANDERSVILLE-TRAVEL;CCROUP11;102;;;;;1;B;UAH;;7,75;1;;;K4;;118.226,77;11.094,62;8014;ZBX;;KZT;353;;676;;R01;;;3031;3.214.513,39;32.556,80;1;9,79;21248263;108;2013-08-20;1;165977229;G1;KZ;329.416,24;B1;;3405428;30;302;;;;UA10;1;;OF6;;362;2013-06-11;SP2;1022890652;M;KZT;2013-02-06;LO12;2013-03-14;105.839,72;369.860,06;177.610,16;74.054,67;66.670,34;276701.33;206.513,01;2013-06-15;SD;;;
140875;40;M;I;2013-09-19;G;5;MIN;1;2418508;RU11;400;5;C01;2013-06-10;5;;2013-07-05;1;S1;S0;;SANDERSVILLE-TRAVEL;CCROUP5;;;;;;1;B;UAH;;9,10;1;;;K4;;246.178,66;33.338,52;8212;ZLHA;;KZT;353;;676;;;;;4367;844.083,84;45.967,62;5;2,12;21248263;108;2013-01-30;1;143845012;G1;KZ;21.266,28;B1;;3405428;40;41;;;;UA10;1;;OF6;;351;2013-06-11;SP2;1022890652;M;KZT;2013-02-06;LO12;2013-03-14;28.972,08;58.983,64;54.567,04;32.125,70;374.710,83;90108.66;381.440,75;2013-11-22;SD;;;
140876;10;KZ;I;2013-09-19;H;11;M3;1;2418508;RU10;700;5;C01;2013-06-10;10;;2013-07-05;1;S1;S0;;TEMPLE-REALTY;CCROUP11;;;;;;1;B;GBP;;19,92;1;;;K4;;47.456,29;37.661,84;3777;ZBX;;KZT;353;;459;;;;;2060;1.434.374,42;14.772,87;6;3,56;21248263;108;2013-01-30;1;143845012;G1;KZ;128.006,88;B1;;3405429;10;879;;;;UA10;1;;OF5;;674;2013-06-11;SP13;1028870460;;KZT;2013-02-06;LO12;2013-03-14;148.572,60;38.575,40;204.041,98;58.253,45;30.937,59;70706.07;398.197,81;2013-07-31;SD;;;
140877;10;KZ;I;2013-09-19;C;4;ST;1;2418508;GB10;600;5;C01;2013-06-10;8;;2013-07-05;9;S1;S0;;ELBERTON-ACCOUNTING;CCROUP1;;;;;;1;B;GBP;;3,48;1;;;K4;;218.364,79;33.934,19;6743;ZWES;;KZT;353;;459;B12;;;;9995;1.754.222,17;239.378,57;6;3,26;24104537;108;2013-02-23;1;227324389;G1;KZ;203.755,72;B1;;3405430;20;191;;;;UA10;1;;OF5;;206;2013-01-23;SP13;1023232293;;KZT;2013-02-06;LO12;2013-03-14;369.005,02;249.684,04;39.118,65;120.412,02;212.490,58;154998.05;171.610,45;2013-05-15;SD;;;
140878;10;KZ;I;2013-09-19;L;9;TO;1;2418508;PL10;700;5;C02;2013-06-10;12;;2013-07-05;1;S1;S0;;PEARSON-FURNISHINGS;CCROUP9;;;;;;1;B;GBP;;5,21;1;;;K4;;287.883,71;30.455,58;5502;ZWES;;KZT;353;;459;;;;;951;3.701.960,42;385.676,80;7;7,01;24104537;100;2013-02-23;1;227324389;G1;KZ;207.367,40;B1;;3405431;20;950;;;;UA10;1;;OF5;;307;2013-01-23;SP9;1024111135;;SEK;2013-02-06;LO12;2013-03-14;74.604,05;85.744,24;292.426,58;393.785,76;104.565,73;373186.4;340.501,79;2013-11-02;SD;;;
140878;20;KZ;I;2013-09-19;L;13;MIN;1;2418508;GE10;800;5;C02;2013-11-14;1;;2013-07-05;1;S1;S0;;PEARSON-FURNISHINGS;CCROUP10;;;;;;1;L;GBP;;21,13;1;;;K4;;116.461,44;11.686,84;8645;ZWES;;KZT;200;;459;;;;;7260;1.285.729,54;370.740,69;9;9,00;11933913;100;2013-02-23;1;227324389;G1;KZ;369.588,40;B1;;3405431;30;70;;;;UA10;1;;OF5;;857;2013-02-24;SP9;1024111135;;SEK;2013-02-06;LO12;2013-03-15;228.235,95;159.620,75;46.890,52;158.039,41;58.325,85;709.86;214.056,79;2013-01-30;SD;;;
140878;30;KZ;I;2013-09-19;C;6;MIN;1;2418984;GB30;300;5;C02;2013-11-14;3;;2013-07-05;1;S1;S0;;PEARSON-FURNISHINGS;CCROUP5;103;;;;;1;L;GBP;;16,40;1;;;K4;;149.022,60;19.782,18;3708;ZSAR;;KZT;200;;735;;;;;270;686.119,68;101.465,46;7;5,07;11933913;100;2013-02-23;1;227324389;G1;KZ;65.496,61;B1;;3405431;50;914;;;;UA10;1;;OF11;;890;2013-02-24;SP9;1021908552;;EUR;2013-02-06;LO12;2013-03-15;338.821,54;113.943,69;33.277,96;113.090,16;93.999,86;234980.53;148.623,13;2013-01-05;SD;;;
140879;10;KZ;I;2013-09-19;C;6;TO;1;2418984;KZ10;200;5;C02;2013-11-14;14;;2013-07-05;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP5;;;;;;1;L;GBP;;23,16;1;;;K4;;199.838,26;39.299,60;1671;ZSAR;;KZT;200;;104;;;;;5535;2.522.663,44;128.346,07;2;2,17;11933913;106;2013-02-23;1;133431993;G1;M;377.966,90;B1;;3405432;10;657;;;;RO30;1;;OF11;;764;2013-02-24;SP9;1021908552;;EUR;2013-08-21;LO12;2013-03-15;108.078,40;227.987,17;11.387,85;239.587,75;314.219,94;344477.16;380.824,77;2013-03-31;SD;;;
140879;20;KZ;I;2013-09-19;H;10;ST;1;2418901;UA10;100;5;C02;2013-11-14;8;;2013-07-05;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP3;;;;;;1;L;GBP;;15,61;1;;;K4;;15.062,78;39.599,08;7538;ZSAR;;KZT;200;;257;;;;;3549;121.513,75;135.501,41;8;4,67;11933913;106;2013-02-23;1;133431993;G1;M;44.464,96;B1;;3405432;20;970;;;;RO30;1;;OF11;;64;2013-02-24;SP9;1021908552;;EUR;2013-08-21;LO12;2013-03-15;307.842,86;210.731,46;100.806,97;370.709,28;136.899,14;254485.2;286.033,64;2013-07-24;SD;;;
140879;30;M;I;2013-09-19;B;2;TO;1;2418901;RU10;300;8;C05;2013-11-14;2;;2013-07-05;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP10;;;;;;1;L;GBP;;21,40;1;;;K4;;2.449,07;31.073,14;7619;ZSAR;;SEK;200;;257;;;CEN;;1333;567.205,02;12.891,46;3;1,37;11933913;102;2013-02-23;1;133431993;G1;M;270.417,50;B1;;3405432;40;701;;;;RO30;1;;OF6;;411;2013-02-24;SP5;1026556272;;EUR;2013-08-21;LO12;2013-03-15;184.036,04;286.149,26;49.495,72;162.620,34;66.318,09;62778.56;365.011,31;2013-11-25;SD;;;
140879;40;M;I;2013-09-19;L;13;M3;1;2418901;GE10;200;9;C05;2013-11-14;3;;2013-01-16;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP2;104;;;;;1;L;GBP;;13,45;1;;;K4;;46.769,31;14.214,75;1727;ZSAR;;SEK;200;;257;;;CEN;;2537;3.401.178,01;279.624,03;2;5,41;11933913;109;2013-02-23;1;187741612;G1;M;236.858,33;B1;;3405432;50;403;;;;RO30;1;;OF6;;797;2013-02-24;SP5;1016300485;;GEL;2013-06-25;LO17;2013-03-24;62.703,38;323.924,38;341.325,47;157.125,89;185.077,82;270742.9;206.794,48;2013-03-13;SD;;;
140879;50;KZ;I;2013-09-19;H;1;STD;1;2418901;GE10;700;9;C05;2013-11-14;14;;2013-01-16;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP9;104;;;;;1;L;GBP;;11,57;1;;;K4;;158.317,82;34.218,76;5915;ZSAR;;EUR;200;;665;;;CEN;;4807;3.614.397,51;319.128,28;7;7,33;11933913;109;2013-02-23;1;187741612;G1;M;48.758,60;B1;;3405432;60;485;;;;RO30;1;;OF6;;66;2013-02-24;SP5;1013656139;;GEL;2013-06-25;LO16;2013-03-24;252.207,26;193.225,76;352.826,09;260.886,89;288.077,39;167157.48;106.180,42;2013-04-12;SD;;;
140879;60;KZ;I;2013-09-19;B;9;TO;1;2418901;PL10;500;9;C05;2013-11-14;9;;2013-01-16;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP1;104;;;;;1;C;GBP;;4,88;1;;;K4;;89.433,12;22.164,95;7132;ZSAR;;EUR;200;;665;;;CEN;;3203;2.460.045,60;240.839,09;6;1,01;11933913;109;2013-02-23;1;219648492;G1;M;101.386,26;B1;;3405432;70;274;;;;RO30;1;;OF6;;592;2013-02-24;SP5;1027739888;;GEL;2013-06-25;LO16;2013-03-24;54.132,91;143.346,17;352.583,59;388.852,63;321.262,32;177292.59;109.605,53;2013-01-25;SD;;;
140879;70;KZ;I;2013-09-19;B;10;STD;1;2418901;10;100;4;C05;2013-11-14;2;;2013-01-15;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP2;;2;;;;1;G;GBP;;10,66;1;;;K4;;136.737,27;22.671,52;8224;ZSAR;;EUR;200;;665;;;CEN;;7941;1.211.829,66;281.075,88;6;6,23;11933913;109;2013-09-21;1;139104524;G1;M;10.254,68;B1;;3405432;80;842;;;;RO30;1;;OF6;;655;2013-02-24;SP5;1021286289;;GEL;2013-06-25;LO16;2013-03-24;153.545,31;230.995,40;1.612,08;210.792,51;274.074,89;124441.5;166.330,59;2013-08-23;SD;;;
140879;80;KZ;I;2013-09-19;G;1;ST;1;2418734;BE10;400;4;C05;2013-11-14;3;;2013-01-15;1;S1;S0;;MIDWAY-OFFICESUPPLIES;CCROUP5;;;;;;1;G;GBP;;7,76;1;;;K4;;176.351,36;29.014,41;9231;ZSAR;;EUR;773;;665;;;;;7365;3.122.222,72;191.643,24;6;6,54;11933913;109;2013-09-21;1;113272006;G1;M;354.314,90;B1;;3405432;90;9;;;;RO30;1;;OF6;;255;2013-02-24;SP11;1021286289;;GEL;2013-06-28;LO16;2013-10-31;194.401,87;87.246,33;82.625,47;150.686,44;51.116,16;116284.17;132.488,52;2013-11-24;SD;;;
140880;10;KZ;I;2013-09-19;B;11;STD;1;2418734;NL11;600;4;C05;2013-11-14;5;;2013-01-15;1;S6;S0;;WAVERLY-TRAVEL;CCROUP4;;;;;;1;G;GBP;;3,71;1;;;K4;;252.163,27;35.981,06;4345;Y004;;EUR;773;;665;;;;;1033;181.015,40;240.005,20;1;2,32;15454067;109;2013-09-21;1;193139557;G1;M;53.161,84;B1;;3405433;30;934;;;;RO30;1;24;OF3;;323;2013-02-24;SP7;1021286289;;GEL;2013-06-28;LO16;2013-10-31;326.545,18;350.127,62;113.225,30;283.809,36;92.487,82;184370.53;94.641,30;2013-05-09;SD;;;
140880;20;KZ;I;2013-09-19;C;3;STD;1;2418734;SE10;700;18;C05;2013-11-14;5;;2013-02-05;1;S6;S0;;WAVERLY-TRAVEL;CCROUP10;;;;;;1;G;GBP;;16,47;1;;;K4;;86.213,46;21.743,11;1370;ZPL1;;EUR;773;;665;;;;;8259;1.344.021,29;301.075,00;1;8,42;15572994;109;2013-05-08;1;193139557;G1;M;158.917,03;B1;;3405433;40;266;;;;RO30;1;24;OF3;;162;2013-09-09;SP7;1021286289;;GEL;2013-06-28;LO16;2013-07-30;9.620,29;259.154,01;131.139,73;78.902,67;378.661,96;248412.66;237.325,21;2013-03-12;SD;;;
140880;30;KZ;I;2013-09-19;L;8;M3;1;2418734;GB10;500;14;C05;2013-11-14;3;;2013-09-27;1;S6;S0;;WAVERLY-TRAVEL;CCROUP5;104;;;;;1;G;GBP;;10,81;1;;;K4;;70.856,58;35.010,20;4722;ZPL1;;EUR;773;;665;;;;;6331;3.740.135,34;376.849,48;4;8,04;15572994;109;2013-05-08;1;135911269;G1;M;366.519,62;B1;;3405433;50;450;;;;RO30;1;24;OF3;;11;2013-09-09;SP14;1021286289;;GEL;2013-06-28;LO16;2013-07-30;252.372,80;199.438,00;115.147,14;183.630,53;178.626,10;371011.23;281.845,40;2013-06-04;SD;;;
140881;10;KZ;I;2013-09-19;C;14;MIN;1;2418776;RO10;600;14;C05;2013-02-09;3;;2013-09-27;1;S6;S0;;AUSTELL-MANUFACTURING;CCROUP9;;;;;;1;C;GBP;;11,36;1;;;K4;;133.586,38;3.842,30;4617;Y070;;EUR;635;;665;;;702;;4417;1.669.512,97;198.112,59;6;5,20;19386007;109;2013-05-08;1;126773707;G1;M;117.317,71;B1;;3405434;10;103;;;;RO30;1;21;OF3;;632;2013-09-09;SP14;1021286289;;GEL;2013-06-28;LO8;2013-07-30;265.539,25;86.001,68;36.684,47;89.756,18;208.800,90;223530.23;255.717,55;2013-08-28;SD;;;
140881;20;KZ;I;2013-05-21;H;10;ST;1;2418776;SE10;200;14;C05;2013-02-09;13;;2013-09-27;1;S6;S0;;AUSTELL-MANUFACTURING;CCROUP6;;;;;;1;C;GBP;;1,13;1;;;K4;;90.744,44;5.657,22;1808;Y070;;EUR;348;;665;;;;;9988;1.763.588,24;65.942,25;5;8,27;19386007;109;2013-05-08;1;126773707;G1;M;237.725,70;B1;;3405434;20;295;;;;RO30;1;21;OF3;;39;2013-09-09;SP14;1021286289;;GEL;2013-06-28;LO8;2013-07-30;253.030,65;292.561,96;345.635,85;201.956,62;346.973,10;148423.48;61.502,43;2013-10-07;SD;;;
140881;30;KZ;I;2013-05-21;L;7;TO;1;2418776;KZ10;300;19;C05;2013-02-09;10;;2013-10-18;1;S3;S0;;AUSTELL-MANUFACTURING;CCROUP6;;;;;;1;C;GBP;;12,13;1;;;K4;;100.688,89;30.668,71;7821;ZPL1;;EUR;465;;274;;;;;299;340.705,35;160.870,38;1;3,34;19386007;109;2013-05-08;1;126773707;G1;M;85.309,32;B1;;3405434;30;84;;;;RO30;1;21;OF3;;77;2013-09-09;SP14;1021286289;;RON;2013-10-13;LO8;2013-07-30;106.018,52;301.646,73;316.855,87;140.707,44;60.184,82;42055.05;344.250,83;2013-02-05;SD;;;
140882;10;KZ;I;2013-05-21;B;9;M3;1;2418307;RU11;800;19;C05;2013-11-03;8;;2013-10-18;1;S3;S0;;STATESBORO-DEVELOPMENT;CCROUP2;;;;;;1;C;GBP;;23,63;1;;;K4;;35.331,46;36.212,88;1236;ZPL1;;EUR;465;;274;;;;;1617;3.869.878,36;259.172,27;3;9,60;14859407;109;2013-05-08;1;134940722;G1;M;178.816,66;B1;;3405436;10;626;;;;RO30;1;;OF3;;760;2013-09-09;SP2;1021286289;;RON;2013-02-11;LO8;2013-07-30;260.638,80;306.775,09;393.526,48;268.150,57;124.966,25;235891.16;100.039,89;2013-10-26;SD;;;
140882;20;KZ;I;2013-05-21;L;11;ST;1;2418307;GB30;100;19;C04;2013-11-03;3;;2013-10-18;1;S3;S0;;STATESBORO-DEVELOPMENT;CCROUP8;104;;;;;1;C;GBP;;20,03;1;;;K4;;28.962,42;38.685,60;4621;ZWEN;;EUR;213;;274;;;;;2710;3.184.821,76;41.056,27;7;5,46;14859407;109;2013-05-08;1;177766234;G1;M;264.524,46;B1;;3405436;20;291;;;;RO30;1;;OF3;;789;2013-09-09;SP10;1021286289;;RON;2013-02-11;LO8;2013-07-30;97.213,33;64.295,59;188.116,63;387.873,95;152.895,58;103583.71;398.660,95;2013-11-15;SD;;;
140882;30;M;I;2013-08-12;L;8;TO;1;2418282;10;800;19;C04;2013-11-03;10;;2013-04-16;1;S3;S0;;STATESBORO-DEVELOPMENT;CCROUP7;103;;;;;1;C;GBP;;5,90;1;;;K4;;10.798,77;16.440,13;8207;Y024;;EUR;213;;274;;;;;60;1.316.884,30;364.041,01;4;9,55;14859407;109;2013-05-08;1;177766234;G1;M;29.584,23;B1;;3405436;40;95;;;;RO30;1;;OF3;;513;2013-09-09;SP2;1021766277;;RON;2013-10-22;LO8;2013-08-04;124.374,43;98.972,08;303.134,27;388.112,38;144.299,61;305449.08;194.134,69;2013-10-31;SD;;;
140883;10;M;I;2013-03-22;B;13;STD;1;2418282;NL11;700;14;C04;2013-11-03;9;;2013-04-16;9;S3;S0;;RIDGEVILLE-SOFTWARE;CCROUP1;;;;;;1;L;GBP;;19,63;1;;;K4;;154.242,57;1.678,85;6072;Y024;;EUR;213;;274;;R01;;;515;3.800.314,81;302.998,36;1;2,36;20668091;109;2013-05-08;1;177766234;G1;KZ;172.892,90;B1;;3405438;10;91;;;;RO30;1;;OF3;;586;2013-09-09;SP7;1021766277;;RON;2013-05-14;LO8;2013-08-04;221.800,06;385.022,63;11.246,16;230.290,62;148.085,14;319260.37;171.144,04;2013-11-18;SD;;;
140883;20;M;I;2013-03-22;C;4;MIN;1;2418282;BE10;500;14;C04;2013-06-07;9;;2013-04-16;1;S3;S0;;RIDGEVILLE-SOFTWARE;CCROUP1;;;;;;1;G;GBP;;20,00;1;;;K4;;283.611,83;11.167,69;8945;Y024;;EUR;125;;274;;;;;160;3.097.026,06;54.718,79;2;9,35;20668091;109;2013-05-08;1;177766234;G1;KZ;20.492,86;B1;;3405438;20;300;;;;RO30;1;;OF3;;319;2013-09-09;SP7;1021766277;;RON;2013-05-14;LO8;2013-08-04;260.149,57;386.384,42;281.447,09;372.933,46;33.684,84;65282.91;154.861,76;2013-11-09;SD;;;
140883;30;M;I;2013-03-22;B;3;ST;1;2418282;RO10;800;14;C04;2013-03-21;14;;2013-04-16;1;S3;S0;;RIDGEVILLE-SOFTWARE;CCROUP10;;2;;;;1;G;GBP;;2,01;1;;;K4;;285.503,29;24.749,25;4082;ZBX;;EUR;112;;274;;;;;8053;398.648,25;37.559,53;4;9,48;11253852;109;2013-05-08;1;177766234;G1;KZ;116.034,50;B1;;3405438;40;473;;;;RO30;1;;OF3;;599;2013-09-09;SP7;1013137177;;RON;2013-05-14;LO8;2013-08-04;246.128,93;11.272,23;46.571,48;130.899,01;273.164,69;12101.12;20.522,19;2013-07-26;SD;;;
140883;40;M;I;2013-03-22;H;11;M3;1;2418282;NL11;400;14;C04;2013-03-21;11;;2013-04-16;1;S3;S0;;RIDGEVILLE-SOFTWARE;CCROUP4;;2;DED;;;1;G;GBP;;23,50;1;;;K4;;139.959,42;3.845,19;1215;ZBX;;EUR;788;;274;;;;;1154;3.384.521,24;334.964,31;4;2,28;11253852;109;2013-05-24;1;177766234;G1;KZ;362.552,91;B1;;3405438;50;441;;;;RO30;1;;OF8;;960;2013-09-09;SP7;1013137177;;RON;2013-05-14;LO8;2013-08-04;73.076,27;108.459,45;355.256,12;356.793,00;158.055,83;272598.02;52.186,03;2013-08-21;SD;;;
140883;50;M;I;2013-03-22;C;13;TO;1;2418282;GB30;300;14;C04;2013-03-21;3;;2013-04-16;1;S3;S0;;RIDGEVILLE-SOFTWARE;CCROUP6;103;;;;;1;C;GBP;;1,86;1;;;K4;;61.848,80;7.766,12;6499;ZBX;;EUR;828;;444;;;;;4613;3.959.299,49;186.018,02;2;7,90;27130473;109;2013-05-24;1;177766234;G1;M;366.285,72;B1;;3405438;60;628;;;;RO30;1;;OF8;;52;2013-09-09;SP7;1014017690;;RON;2013-05-14;LO8;2013-08-04;277.109,73;241.718,56;54.984,15;194.550,01;1.465,08;301982.49;298.520,97;2013-06-26;SD;;;
