BILL_NUM;BILL_TYPE;BILL_CAT;BILL_DATE;COMP_CODE;CREATEDON;BIL_H_CNT;GN_CUSTOM;CUST_GROUP;DISTR_CHAN;DOC_CATEG;DOC_CURRCY;EXRATE_ACC;FISCVARNT;GN_R3_SSY;LOC_CURRCY;PAYER;RATE_TYPE;RECORDMODE;SALESEMPLY;SALESORG;SALES_DIST;SOLD_TO;STAT_CURR
140929;M;I;2013-06-15;400;2013-05-10;3;HICKOX-OFFICESUPPLIES;C5;1;C;EUR;;K4;;PLN;12161649;209057799;;;;1;SP2;UAH
140930;KZ;I;2013-02-18;800;2013-05-10;3;CARNESVILLE-DEVELOPMENT;C2;1;C;EUR;;K4;;EUR;12161649;120448850;;;;1;SP1;EUR
140931;M;I;2013-06-16;700;2013-05-10;8;MANCHESTER-INSURANCE;C1;1;C;KZT;;K4;;EUR;12161649;192548477;;;;1;SP8;EUR
140932;M;I;2013-08-21;300;2013-05-10;8;BROXTON-SOFTWARE;C1;1;C;KZT;;K4;;KZT;12161649;124667446;;;;1;SP11;KZT
140933;KZ;I;2013-08-21;200;2013-05-10;4;FLEMINGTON-PROSERVICES;C4;1;L;PLN;;K4;;KZT;26715444;112330535;;;;1;SP11;KZT
140934;M;I;2013-08-21;800;2013-05-10;3;OFFERMAN-REALTY;C3;1;L;PLN;;K4;;PLN;26715444;145073690;;;;1;SP6;PLN
140935;KZ;I;2013-02-17;100;2013-05-10;5;HAMPTON-DEVELOPMENT;C7;1;L;PLN;;K4;;PLN;26715444;120915994;;;;1;SP2;PLN
140936;KZ;I;2013-02-17;100;2013-05-10;7;RIVERDALE-SOFTWARE;C1;1;B;PLN;;K4;;PLN;26715444;175834697;;;;1;SP2;PLN
140937;M;I;2013-09-17;300;2013-05-10;6;ELLENTON-MOTORS;C1;1;B;PLN;;K4;;PLN;26715444;175834697;;;;1;SP6;PLN
140938;KZ;I;2013-09-17;700;2013-05-10;5;WESTWOOD-MOTORSERVICES;C1;1;B;PLN;;K4;;PLN;26715444;183570333;;;;1;SP6;GEL
140939;M;I;2013-09-17;700;2013-09-26;6;GROVELAND-ACCOUNTING;C3;1;B;PLN;;K4;;PLN;26715444;114478345;;;;1;SP9;PLN
140940;M;I;2013-11-26;400;2013-09-26;5;MCINTOSH-DEVELOPMENT;C7;1;G;PLN;;K4;;PLN;22917887;157929138;;;;1;SP4;PLN
140941;KZ;I;2013-11-26;600;2013-09-26;6;HOMER-TRAVEL;C6;1;G;PLN;;K4;;PLN;27455800;210924647;;;;1;SP7;PLN
140942;M;I;2013-09-13;600;2013-03-29;6;COOLIDGE-INSURANCE;C6;1;G;PLN;;K4;;PLN;25847119;164448052;;;;1;SP12;PLN
140943;KZ;I;2013-09-13;400;2013-03-29;9;GREENSBORO-TRAVEL;C7;1;G;PLN;;K4;;PLN;25847119;195853354;;;;1;SP1;PLN
140944;KZ;I;2013-09-23;600;2013-03-29;7;MORVEN-SERVICES;C6;1;G;PLN;;K4;;PLN;25847119;195853354;;;;1;SP14;PLN
140945;M;I;2013-09-23;600;2013-10-08;9;JASPER-SOFTWARE;C5;1;G;RUB;;K4;;PLN;25847119;195853354;;;;1;SP14;PLN
140946;M;I;2013-09-23;500;2013-10-08;3;GROVELAND-LANDSCAPING;C8;1;G;RUB;;K4;;RUB;11983197;197525617;;;;1;SP2;KZT
140947;M;I;2013-09-23;400;2013-10-08;4;BOWMAN-MEDICALSUPPLIES;C3;1;G;RUB;;K4;;RUB;11983197;197525617;;;;1;SP2;RUB
140948;M;I;2013-08-10;200;2013-10-08;9;TRUDIE-MANUFACTURING;C3;1;G;RON;;K4;;RUB;11983197;202793190;;;;1;SP9;RUB
140949;M;I;2013-07-01;500;2013-10-08;4;BOSTON-ACCOUNTING;C8;1;G;RON;;K4;;RON;11983197;220700658;;;;1;SP9;RON
140950;KZ;I;2013-04-15;300;2013-10-08;6;RICEBORO-FURNISHINGS;C6;1;G;RON;;K4;;RON;15936371;209099778;;;;1;SP2;RON
140951;M;I;2013-04-15;800;2013-10-08;8;KINGSBAYBASE-CAFE;C7;1;G;RON;;K4;;RON;15936371;125887173;;;;1;SP8;KZT
140952;KZ;I;2013-07-12;200;2013-10-08;7;OXFORD-PROSERVICES;C7;1;G;RON;;K4;;RON;17444005;143036622;;;;1;SP1;RON
140953;KZ;I;2013-07-12;500;2013-07-23;5;MONTGOMERY-INDUSTRIES;C2;9;G;RON;;K4;;RON;17444005;110653132;;;;1;SP4;RON
140954;KZ;I;2013-11-21;700;2013-07-23;9;JACKSON-STUDIOS;C7;1;G;SEK;;K4;;RON;17444005;167544783;;;;1;SP11;RON
140955;KZ;I;2013-11-21;800;2013-07-23;7;EATONTON-INSURANCE;C8;9;H;SEK;;K4;;SEK;25690290;119329687;;;;1;SP4;SEK
140956;M;I;2013-03-27;500;2013-11-30;9;PELHAM-DEVELOPMENT;C3;1;H;SEK;;K4;;SEK;24093604;204352184;;;;1;SP2;SEK
140957;M;I;2013-03-27;700;2013-11-30;5;MCINTYRE-SOFTWARE;C1;1;L;SEK;;K4;;SEK;24093604;164016885;;;;1;SP2;SEK
140958;KZ;I;2013-08-02;300;2013-09-20;7;THOMASVILLE-SERVICES;C8;1;L;SEK;;K4;;SEK;24093604;162740284;;;;1;SP6;SEK
140959;M;I;2013-08-02;700;2013-09-20;3;BARWICK-MOTORSERVICES;C4;1;L;SEK;;K4;;SEK;24093604;199350750;;;;1;SP6;SEK
140960;M;I;2013-05-21;200;2013-09-20;9;ELLENTON-GYMNASIUM;C5;9;L;SEK;;K4;;SEK;24093604;199350750;;;;1;SP11;SEK
140961;M;I;2013-03-17;500;2013-09-20;3;WESTPOINT-CAFE;C8;1;L;SEK;;K4;;SEK;24093604;181289219;;;;1;SP9;SEK
140962;M;I;2013-03-17;400;2013-09-20;3;EASTMAN-ACCOUNTING;C3;1;L;SEK;;K4;;SEK;24093604;148521596;;;;1;SP8;SEK
140963;M;I;2013-03-17;200;2013-09-20;8;SYCAMORE-MOTORS;C5;1;L;SEK;;K4;;SEK;24093604;190471837;;;;1;SP7;PLN
140964;M;I;2013-03-17;800;2013-09-20;5;TUCKER-FURNISHINGS;C1;1;B;SEK;;K4;;SEK;24093604;190471837;;;;1;SP7;SEK
140965;M;I;2013-04-22;600;2013-09-20;4;CAMILLA-DEVELOPMENT;C5;1;B;SEK;;K4;;SEK;24093604;164315015;;;;1;SP10;SEK
140966;M;I;2013-04-22;500;2013-09-20;2;MCINTYRE-ACCOUNTING;C5;9;B;SEK;;K4;;SEK;11154003;205664774;;;;1;SP1;SEK
140967;KZ;I;2013-08-11;100;2013-09-20;7;HIAWASSEE-REALTY;C5;1;C;SEK;;K4;;SEK;14097215;205664774;;;;1;SP13;SEK
140968;KZ;I;2013-10-04;300;2013-10-27;2;BUFORD-SIGNS;C2;1;B;SEK;;K4;;SEK;14097215;164139155;;;;1;SP13;PLN
140969;M;I;2013-10-29;400;2013-04-05;2;WILLACOOCHEE-ACCOUNTING;C5;1;B;SEK;;K4;;SEK;14097215;146564854;;;;1;SP7;GBP
140970;M;I;2013-10-29;400;2013-04-05;7;BADEN-FURNISHINGS;C2;9;G;UAH;;K4;;SEK;18776638;146564854;;;;1;SP8;SEK
140971;KZ;I;2013-10-29;700;2013-04-05;5;EVERITT-MEDICALSUPPLIES;C2;1;G;UAH;;K4;;UAH;25639758;146564854;;;;1;SP6;UAH
140972;M;I;2013-06-04;600;2013-04-05;8;THOMSON-SOFTWARE;C7;1;G;UAH;;K4;;UAH;25639758;167969470;;;;1;SP6;UAH
140973;KZ;I;2013-01-28;600;2013-09-14;7;ELLABELLE-SERVICES;C3;1;B;UAH;;K4;;UAH;17136294;171403087;;;;1;SP7;UAH
140974;M;I;2013-01-28;100;2013-09-14;5;SWAINSBORO-MANUFACTURING;C4;1;B;UAH;;K4;;UAH;17136294;171403087;;;;1;SP8;UAH
140975;KZ;I;2013-04-20;700;2013-09-14;3;EATONTON-FURNISHINGS;C3;1;C;UAH;;K4;;UAH;17136294;138832944;;;;1;SP8;UAH
140976;KZ;I;2013-02-06;400;2013-09-14;1;OXFORD-INDUSTRIES;C1;1;C;UAH;;K4;;UAH;17136294;132113027;;;;1;SP13;UAH
140977;KZ;I;2013-06-25;800;2013-09-14;6;MEIGS-MEDICALSUPPLIES;C4;9;C;UAH;;K4;;UAH;25664242;176363383;;;;1;SP13;UAH
140978;M;I;2013-06-25;700;2013-09-14;2;GLENWOOD-STUDIOS;C7;1;C;EUR;;K4;;UAH;19643360;176363383;;;;1;SP13;UAH
140979;M;I;2013-06-25;200;2013-09-14;4;PEMBROKE-INSURANCE;C8;1;C;EUR;;K4;;EUR;19643360;216514537;;;;1;SP13;EUR
140980;M;I;2013-06-25;600;2013-09-14;1;LEESBURG-OFFICESUPPLIES;C1;1;C;EUR;;K4;;EUR;19643360;216514537;;;;1;SP13;EUR
140981;KZ;I;2013-07-15;500;2013-09-14;3;ALBANY-INSURANCE;C5;1;C;EUR;;K4;;EUR;19643360;172546708;;;;1;SP4;EUR
140982;M;I;2013-10-23;700;2013-10-31;6;FRUITLAND-FURNISHINGS;C7;1;C;EUR;;K4;;EUR;19643360;172546708;;;;1;SP4;EUR
140983;M;I;2013-04-01;800;2013-10-31;6;BERKELEYLAKE-TRAVEL;C6;1;C;EUR;;K4;;EUR;19643360;189319542;;;;1;SP8;EUR
140984;KZ;I;2013-08-05;700;2013-07-25;4;MORROW-ACCOUNTING;C6;9;C;EUR;;K4;;EUR;19643360;112910835;;;;1;SP7;EUR
140985;KZ;I;2013-08-05;600;2013-07-25;1;COLLEGEPARK-CAFE;C3;1;C;EUR;;K4;;EUR;24815449;198529879;;;;1;SP10;EUR
140986;M;I;2013-10-12;200;2013-07-25;9;GARFIELD-ACCOUNTING;C7;9;C;EUR;;K4;;EUR;24815449;179281520;;;;1;SP8;EUR
140987;KZ;I;2013-04-24;300;2013-07-25;6;GROVETOWN-SERVICES;C8;9;B;RON;;K4;;EUR;20602711;170042697;;;;1;SP5;EUR
140988;KZ;I;2013-04-28;500;2013-07-25;4;GREENVILLE-MANUFACTURING;C1;1;L;RON;;K4;;RON;20602711;176678767;;;;1;SP11;RON
140989;M;I;2013-04-28;200;2013-07-25;9;BUFORD-CAFE;C8;1;L;RON;;K4;;RON;20602711;123152805;;;;1;SP8;RON
140990;M;I;2013-07-16;500;2013-07-25;5;INAHA-SIGNS;C4;1;H;RON;;K4;;RON;20602711;159686912;;;;1;SP4;RON
140991;M;I;2013-07-16;600;2013-07-25;4;TEMPLE-GYMNASIUM;C3;9;H;RON;;K4;;RON;20602711;159686912;;;;1;SP4;RON
140992;M;I;2013-07-16;300;2013-07-25;7;OCILLA-TEXTILES;C6;1;H;RON;;K4;;RON;20602711;127768530;;;;1;SP13;RON
140993;KZ;I;2013-08-15;200;2013-07-25;8;SANDERSVILLE-SERVICES;C4;1;H;RON;;K4;;RON;26270623;113320068;;;;1;SP12;RUB
140994;KZ;I;2013-08-15;300;2013-10-09;9;OFFERMAN-OFFICESUPPLIES;C4;1;H;RON;;K4;;RON;24613801;130020140;;;;1;SP13;RON
140995;KZ;I;2013-08-15;500;2013-10-09;9;WRIGHTSVILLE-MEDICALSUPPLIES;C6;1;H;SEK;;K4;;RON;12730956;130020140;;;;1;SP13;PLN
140996;KZ;I;2013-10-10;100;2013-06-05;2;ATHENS-PROSERVICES;C4;1;H;SEK;;K4;;SEK;12730956;168780568;;;;1;SP7;SEK
140997;M;I;2013-09-02;500;2013-06-05;2;HAHIRA-BAKERY;C5;1;H;SEK;;K4;;SEK;12730956;123606128;;;;1;SP8;SEK
140998;KZ;I;2013-05-15;800;2013-10-17;2;HAMILTON-DEVELOPMENT;C7;1;G;SEK;;K4;;SEK;16178747;169872952;;;;1;SP14;SEK
140999;KZ;I;2013-01-16;800;2013-10-17;9;EDITH-DEVELOPMENT;C6;1;H;SEK;;K4;;SEK;16178747;169872952;;;;1;SP6;SEK
141000;M;I;2013-01-16;100;2013-10-17;9;LAKELAND-FURNISHINGS;C5;1;C;SEK;;K4;;SEK;13147971;125572106;;;;1;SP7;SEK
141001;KZ;I;2013-09-19;500;2013-10-17;4;EASTPOINT-INDUSTRIES;C7;1;C;SEK;;K4;;SEK;13147971;172883168;;;;1;SP9;SEK
141002;M;I;2013-01-25;400;2013-10-17;7;LULATON-LANDSCAPING;C5;1;L;EUR;;K4;;SEK;13147971;172883168;;;;1;SP8;KZT
141003;KZ;I;2013-01-25;500;2013-10-17;5;MCINTOSH-TRAVEL;C2;1;L;EUR;;K4;;EUR;13147971;172883168;;;;1;SP8;UAH
141004;M;I;2013-01-25;600;2013-10-17;7;DAWSONVILLE-MOTORSERVICES;C3;1;C;PLN;;K4;;EUR;13147971;172883168;;;;1;SP8;EUR
141005;M;I;2013-01-25;100;2013-10-17;1;BACONTON-GYMNASIUM;C1;1;C;PLN;;K4;;PLN;23255519;172883168;;;;1;SP8;PLN
141006;KZ;I;2013-10-22;200;2013-10-08;2;ENIGMA-MANUFACTURING;C6;1;C;PLN;;K4;;PLN;13282079;126862298;;;;1;SP13;PLN
141007;KZ;I;2013-10-22;600;2013-10-23;8;TRUDIE-MANUFACTURING;C6;1;C;PLN;;K4;;PLN;13282079;227917065;;;;1;SP2;PLN
141008;KZ;I;2013-09-22;300;2013-10-23;4;WAYCROSS-CAFE;C6;1;C;PLN;;K4;;PLN;17700203;227917065;;;;1;SP2;PLN
141009;M;I;2013-09-22;400;2013-10-23;9;BARRETTS-MOTORSERVICES;C7;1;C;PLN;;K4;;PLN;24487478;227917065;;;;1;SP12;PLN
141010;M;I;2013-10-05;200;2013-06-21;2;CULLODEN-MOTORS;C7;1;C;PLN;;K4;;PLN;18204197;141057633;;;;1;SP11;PLN
141011;KZ;I;2013-02-16;400;2013-05-04;7;TIFTON-ACCOUNTING;C2;1;C;PLN;;K4;;PLN;23498803;200931257;;;;1;SP12;KZT
141012;M;I;2013-02-16;400;2013-09-22;1;STATENVILLE-DEVELOPMENT;C5;1;C;PLN;;K4;;PLN;23498803;194594379;;;;1;SP14;PLN
141013;M;I;2013-02-16;100;2013-09-22;6;KENNESAW-SIGNS;C3;1;C;PLN;;K4;;PLN;23498803;194594379;;;;1;SP14;PLN
141014;KZ;I;2013-02-17;300;2013-09-22;6;SOUTHNEWPORT-LANDSCAPING;C8;1;C;PLN;;K4;;PLN;23498803;184201210;;;;1;SP14;PLN
141015;M;I;2013-04-17;300;2013-05-13;1;DIXIE-ACCOUNTING;C4;1;C;PLN;;K4;;PLN;29060674;206219014;;;;1;SP9;PLN
141016;KZ;I;2013-04-04;500;2013-09-14;4;RINCON-MEDICALSUPPLIES;C3;1;C;SEK;;K4;;PLN;29060674;216993546;;;;1;SP12;PLN
141017;KZ;I;2013-03-06;400;2013-09-14;5;NEWTON-TEXTILES;C8;1;C;SEK;;K4;;SEK;22187986;184945922;;;;1;SP14;SEK
141018;KZ;I;2013-09-08;600;2013-09-14;5;LEEFIELD-OFFICESUPPLIES;C1;1;C;SEK;;K4;;SEK;22187986;122043863;;;;1;SP14;SEK
141019;KZ;I;2013-09-08;500;2013-09-14;5;TALLAPOOSA-INSURANCE;C5;1;C;UAH;;K4;;SEK;22187986;227934079;;;;1;SP2;SEK
141020;KZ;I;2013-02-08;200;2013-09-14;6;SUMNER-PROSERVICES;C1;1;C;UAH;;K4;;UAH;14833312;125140178;;;;1;SP9;UAH
141021;M;I;2013-02-08;300;2013-09-14;4;PINELAKE-REALTY;C6;1;C;GEL;;K4;;UAH;14833312;142294886;;;;1;SP9;UAH
141022;KZ;I;2013-02-08;800;2013-09-14;1;TUCKER-MOTORS;C4;1;C;KZT;;K4;;GEL;14840277;142294886;;;;1;SP9;GEL
141023;KZ;I;2013-04-02;700;2013-09-14;8;WOODSTOCK-TEXTILES;C3;1;G;KZT;;K4;;KZT;14840277;142294886;;;;1;SP6;KZT
141024;M;I;2013-04-02;500;2013-09-14;4;ROCHELLE-ACCOUNTING;C1;1;G;KZT;;K4;;KZT;14840277;129846167;;;;1;SP6;EUR
141025;M;I;2013-04-02;600;2013-09-14;1;VERNONBURG-MANUFACTURING;C5;1;C;KZT;;K4;;KZT;11891048;129846167;;;;1;SP1;KZT
141026;KZ;I;2013-06-27;100;2013-09-14;3;SANDERSVILLE-TRAVEL;C2;1;L;KZT;;K4;;KZT;22136316;129846167;;;;1;SP1;KZT
141027;KZ;I;2013-06-27;400;2013-09-14;3;CARNESVILLE-BAKERY;C2;1;L;KZT;;K4;;KZT;22136316;168595797;;;;1;SP1;KZT
141028;M;I;2013-09-23;200;2013-09-14;5;FORSYTH-ACCOUNTING;C3;1;L;KZT;;K4;;KZT;22136316;229913277;;;;1;SP1;KZT
141029;KZ;I;2013-11-21;300;2013-09-14;3;BLAIRSVILLE-ACCOUNTING;C3;1;L;KZT;;K4;;KZT;22136316;135860631;;;;1;SP14;KZT
141030;M;I;2013-07-29;800;2013-09-14;3;TOOMSBORO-INSURANCE;C8;1;L;KZT;;K4;;KZT;22136316;225193743;;;;1;SP4;KZT
141031;M;I;2013-07-29;300;2013-09-14;3;CARTERSVILLE-GYMNASIUM;C5;1;L;GBP;;K4;;KZT;14651502;225193743;;;;1;SP6;RUB
141032;KZ;I;2013-02-21;300;2013-09-14;9;GENEVA-MANUFACTURING;C7;1;L;GBP;;K4;;GBP;14651502;127819966;;;;1;SP3;GBP
141033;KZ;I;2013-01-12;400;2013-05-27;1;ABBA-TRAVEL;C5;1;L;GBP;;K4;;GBP;14651502;150268709;;;;1;SP2;GBP
141034;KZ;I;2013-01-12;500;2013-05-27;1;WILLACOOCHEE-DEVELOPMENT;C1;9;L;RUB;;K4;;GBP;21358770;125727602;;;;1;SP2;GBP
141035;KZ;I;2013-09-07;300;2013-05-27;8;WESTWOOD-MOTORS;C8;1;L;RUB;;K4;;RUB;21358770;145130285;;;;1;SP12;RUB
141036;KZ;I;2013-09-07;800;2013-11-28;6;BERKELEYLAKE-DEVELOPMENT;C3;1;L;RUB;;K4;;RUB;15122916;221355001;;;;1;SP3;RUB
141037;KZ;I;2013-09-07;400;2013-11-28;3;DIXIE-DEVELOPMENT;C7;1;L;RUB;;K4;;RUB;13591526;221355001;;;;1;SP3;RUB
141038;M;I;2013-04-17;200;2013-11-28;3;DUPONT-SIGNS;C1;1;C;RUB;;K4;;RUB;13591526;221355001;;;;1;SP13;UAH
141039;M;I;2013-04-17;600;2013-11-28;1;CLYATTEVILLE-DEVELOPMENT;C7;1;C;EUR;;K4;;RUB;22147233;119647889;;;;1;SP13;RUB
141040;M;I;2013-04-17;500;2013-11-28;7;EULONIA-CAFE;C4;1;C;EUR;;K4;;EUR;22147233;119647889;;;;1;SP13;EUR
141041;M;I;2013-06-08;400;2013-11-28;8;GROOVERVILLE-FURNISHINGS;C6;1;C;EUR;;K4;;EUR;22147233;174178807;;;;1;SP13;EUR
141042;M;I;2013-06-08;300;2013-11-28;9;CEDARTOWN-ENGINEERING;C4;1;C;UAH;;K4;;EUR;22147233;162804281;;;;1;SP4;EUR
141043;KZ;I;2013-10-22;300;2013-11-28;9;HIGGSTON-DEVELOPMENT;C2;1;H;RON;;K4;;UAH;22147233;162804281;;;;1;SP4;UAH
141044;KZ;I;2013-10-22;700;2013-11-28;4;LYONS-MEDICALSUPPLIES;C7;1;G;RON;;K4;;RON;22147233;136381703;;;;1;SP4;RON
141045;KZ;I;2013-09-23;100;2013-11-28;5;FARGO-STUDIOS;C1;1;G;RON;;K4;;RON;22147233;136381703;;;;1;SP4;RON
141046;KZ;I;2013-09-23;300;2013-08-08;7;BOWENSMILL-DEVELOPMENT;C5;9;G;RON;;K4;;RON;22147233;187782105;;;;1;SP9;RON
141047;KZ;I;2013-03-10;800;2013-08-08;6;STONEMOUNTAIN-LANDSCAPING;C7;1;H;RON;;K4;;RON;22147233;225853615;;;;1;SP14;RON
141048;KZ;I;2013-10-18;300;2013-08-08;6;DAMASCUS-DEVELOPMENT;C4;1;H;RON;;K4;;RON;22147233;220456539;;;;1;SP9;RON
141049;KZ;I;2013-10-23;200;2013-08-08;4;FRANKLIN-LANDSCAPING;C2;1;H;RUB;;K4;;RON;22147233;211059712;;;;1;SP4;RON
141050;KZ;I;2013-10-23;400;2013-08-08;1;TRUDIE-MANUFACTURING;C5;1;H;SEK;;K4;;RUB;22147233;211059712;;;;1;SP4;RUB
141051;KZ;I;2013-10-23;800;2013-08-08;7;AUSTELL-MANUFACTURING;C7;1;H;SEK;;K4;;SEK;22147233;123764994;;;;1;SP4;SEK
141052;KZ;I;2013-05-19;800;2013-08-08;3;TEMPLE-MOTORSERVICES;C8;1;H;KZT;;K4;;SEK;22147233;147783409;;;;1;SP9;SEK
141053;M;I;2013-05-30;600;2013-01-28;1;LOVEJOY-DEVELOPMENT;C6;1;H;PLN;;K4;;KZT;22147233;142017428;;;;1;SP9;KZT
141054;M;I;2013-05-30;300;2013-09-20;7;MCRAE-TEXTILES;C6;9;H;PLN;;K4;;PLN;22147233;142017428;;;;1;SP6;PLN
141055;M;I;2013-05-30;100;2013-05-10;7;ASHBURN-MEDICALSUPPLIES;C2;9;H;GEL;;K4;;PLN;22147233;173926329;;;;1;SP6;PLN
141056;M;I;2013-05-30;500;2013-05-10;3;WHIGHAM-MOTORS;C2;1;H;GEL;;K4;;GEL;22147233;196191413;;;;1;SP6;GEL
141057;KZ;I;2013-05-30;200;2013-05-10;9;OAKWOOD-MOTORSERVICES;C5;1;H;GEL;;K4;;GEL;22147233;219024817;;;;1;SP12;GEL
141058;M;I;2013-05-07;600;2013-05-10;7;MORA-MOTORSERVICES;C5;9;L;GEL;;K4;;GEL;22147233;219024817;;;;1;SP1;EUR
141059;M;I;2013-05-07;100;2013-05-10;2;IRONCITY-OFFICESUPPLIES;C6;1;L;GEL;;K4;;GEL;22147233;219024817;;;;1;SP1;PLN
141060;KZ;I;2013-06-24;300;2013-09-10;8;STILSON-REALTY;C6;1;L;GEL;;K4;;GEL;22147233;183706747;;;;1;SP2;GEL
141061;KZ;I;2013-06-24;700;2013-10-31;5;FITZGERALD-SIGNS;C7;1;L;PLN;;K4;;GEL;22147233;210404241;;;;1;SP7;GEL
141062;KZ;I;2013-06-24;800;2013-10-31;3;BRONWOOD-ENGINEERING;C2;1;L;RUB;;K4;;PLN;22147233;182393962;;;;1;SP4;PLN
141063;KZ;I;2013-06-24;300;2013-10-31;1;BAINBRIDGE-REALTY;C7;1;L;RUB;;K4;;RUB;22147233;204661361;;;;1;SP8;RUB
141064;KZ;I;2013-04-13;700;2013-01-30;1;BARRETTS-REALTY;C4;9;C;RUB;;K4;;RUB;19079779;193116113;;;;1;SP8;RUB
141065;KZ;I;2013-04-13;200;2013-01-30;2;EVERITT-FURNISHINGS;C3;1;C;RUB;;K4;;RUB;19547342;133522462;;;;1;SP7;RUB
141066;KZ;I;2013-01-08;600;2013-01-30;9;ROSWELL-PROSERVICES;C5;1;C;RUB;;K4;;RUB;19547342;209407297;;;;1;SP7;RUB
141067;M;I;2013-05-03;700;2013-01-30;4;HOMELAND-INDUSTRIES;C3;1;C;RUB;;K4;;RUB;19547342;225287505;;;;1;SP8;RUB
141068;KZ;I;2013-02-12;700;2013-05-26;7;HICKOX-BAKERY;C4;1;C;RUB;;K4;;RUB;16102649;159433911;;;;1;SP13;RUB
141069;M;I;2013-04-17;300;2013-05-26;3;HAMPTON-GYMNASIUM;C7;1;C;RUB;;K4;;RUB;17476620;141520846;;;;1;SP5;RUB
141070;KZ;I;2013-04-17;500;2013-01-17;5;JANIS-TEXTILES;C5;9;C;RUB;;K4;;RUB;18312305;165637060;;;;1;SP5;SEK
141071;M;I;2013-05-11;600;2013-01-17;9;BREMEN-INDUSTRIES;C2;9;C;RUB;;K4;;RUB;18312305;147871418;;;;1;SP2;RUB
141072;M;I;2013-05-11;300;2013-01-17;1;KINDERLOU-SOFTWARE;C1;1;C;RUB;;K4;;RUB;26872680;133503671;;;;1;SP14;RUB
141073;KZ;I;2013-05-29;100;2013-01-17;3;WAYNESVILLE-FURNISHINGS;C7;1;C;RUB;;K4;;RUB;26872680;187714095;;;;1;SP2;RUB
141074;M;I;2013-05-29;700;2013-01-17;6;TIFTON-FURNISHINGS;C7;1;C;RUB;;K4;;RUB;26872680;152925242;;;;1;SP4;RUB
141075;KZ;I;2013-10-15;600;2013-01-17;6;HOLT-BAKERY;C5;1;C;RUB;;K4;;RUB;15690927;211394749;;;;1;SP3;RUB
141076;M;I;2013-10-15;700;2013-07-30;6;BARNESVILLE-BAKERY;C1;1;C;RUB;;K4;;RUB;15690927;211394749;;;;1;SP2;RUB
141077;M;I;2013-08-11;300;2013-07-30;7;DAKOTA-MOTORS;C6;9;C;RUB;;K4;;RUB;15690927;211394749;;;;1;SP10;RUB
141078;M;I;2013-08-11;500;2013-07-30;5;WATERLOO-LANDSCAPING;C8;1;C;GBP;;K4;;RUB;15690927;214915743;;;;1;SP12;RUB
141079;M;I;2013-04-25;300;2013-07-30;1;BUCHANAN-PROSERVICES;C7;1;C;GBP;;K4;;GBP;15690927;214915743;;;;1;SP12;GBP
141080;KZ;I;2013-11-06;800;2013-07-30;3;ROSWELL-MOTORSERVICES;C7;1;C;GBP;;K4;;GBP;15690927;179762623;;;;1;SP12;GBP
141081;M;I;2013-11-06;600;2013-08-08;3;MCRAE-TEXTILES;C5;1;C;GBP;;K4;;GBP;10698174;136834021;;;;1;SP3;GBP
141082;M;I;2013-09-27;500;2013-08-08;8;FORTSTEWART-MANUFACTURING;C7;1;C;GBP;;K4;;GBP;10698174;136834021;;;;1;SP3;GBP
141083;M;I;2013-05-06;600;2013-10-02;1;TARBORO-REALTY;C3;1;C;RUB;;K4;;GBP;22601193;170473480;;;;1;SP6;GBP
141084;M;I;2013-05-06;400;2013-10-02;9;MILLEN-OFFICESUPPLIES;C7;1;L;UAH;;K4;;RUB;22601193;170473480;;;;1;SP4;RUB
141085;M;I;2013-02-02;300;2013-10-02;7;OMEGA-ENGINEERING;C6;1;L;UAH;;K4;;UAH;22601193;110559176;;;;1;SP14;UAH
141086;M;I;2013-03-24;700;2013-08-27;2;JONESBORO-OFFICESUPPLIES;C2;1;H;UAH;;K4;;UAH;22601193;160186994;;;;1;SP6;UAH
141087;M;I;2013-03-23;600;2013-08-09;8;TARVER-INDUSTRIES;C7;1;L;UAH;;K4;;UAH;22601193;160186994;;;;1;SP6;UAH
141088;KZ;I;2013-02-14;200;2013-10-29;6;HAYLON-OFFICESUPPLIES;C3;1;G;UAH;;K4;;UAH;22601193;122325936;;;;1;SP13;GBP
141089;KZ;I;2013-02-14;300;2013-06-11;2;SOUTHNEWPORT-INSURANCE;C1;1;G;UAH;;K4;;UAH;22601193;122325936;;;;1;SP12;UAH
141090;KZ;I;2013-02-25;300;2013-06-11;1;HARDING-LANDSCAPING;C4;1;G;UAH;;K4;;UAH;22601193;168022562;;;;1;SP12;UAH
141091;KZ;I;2013-04-04;700;2013-06-11;2;PRIDGEN-MANUFACTURING;C5;1;G;UAH;;K4;;UAH;22601193;127949330;;;;1;SP7;UAH
141092;KZ;I;2013-09-27;600;2013-07-31;1;MONTGOMERY-ACCOUNTING;C8;9;G;UAH;;K4;;UAH;22601193;185814744;;;;1;SP5;UAH
141093;KZ;I;2013-07-24;500;2013-11-13;1;APPLING-MOTORSERVICES;C1;1;G;UAH;;K4;;UAH;22601193;130315493;;;;1;SP5;UAH
141094;KZ;I;2013-07-24;100;2013-11-13;8;WARRENTON-INSURANCE;C6;1;G;UAH;;K4;;UAH;22601193;130315493;;;;1;SP5;UAH
141095;M;I;2013-07-24;100;2013-11-13;8;RETREAT-GYMNASIUM;C6;1;H;PLN;;K4;;UAH;22601193;130315493;;;;1;SP5;UAH
